"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.RES:WEO(4.0.0)","PER.TMG_RPCH.A","OBS_VALUE","Peru","Imports of goods, Volume, Percent change","Annual","Units","7.638","10.41","15.452","20.67","24.598","-17.486","27.198","13.477","10.352","3.818","-1.62","0.182","-3.015","4.493","1.359","-0.157","-11.034","18.583"
"IMF.RES:WEO(4.0.0)","PNG.TMG_RPCH.A","OBS_VALUE","Papua New Guinea","Imports of goods, Volume, Percent change","Annual","Units","9.025","-8.954","20.551","22.494","-0.898","20.189","-3.9","5.182","13.129","16.328","-22.855","-13.177","-12.034","32.436","6.098","13.019","-7.394","-3.989"
"IMF.RES:WEO(4.0.0)","POL.TMG_RPCH.A","OBS_VALUE","Poland, Republic of","Imports of goods, Volume, Percent change","Annual","Units","8.559","6.308","17.865","15.796","9.458","-12.587","14.293","5.12","-0.671","1.807","9.368","5.578","7.718","9.875","7.523","3.192","-2.412","16.142"
"IMF.RES:WEO(4.0.0)","PRT.TMG_RPCH.A","OBS_VALUE","Portugal","Imports of goods, Volume, Percent change","Annual","Units","8.879","-4.833","4.009","9.661","2.497","-18.344","-3.859","-4.865","-11.665","7.211","7.982","7.676","4.116","8.281","4.851","4.216","-10.012","11.691"
"IMF.RES:WEO(4.0.0)","PRY.TMG_RPCH.A","OBS_VALUE","Paraguay","Imports of goods, Volume, Percent change","Annual","Units","20.741","4.175","15.208","21.286","27.885","-22.44","40.426","16.157","-11.432","6.14","-2.143","-17.559","-7.486","14.5","7.264","-9.549","-18.581","20.336"
"IMF.RES:WEO(4.0.0)","ROU.TMG_RPCH.A","OBS_VALUE","Romania","Imports of goods, Volume, Percent change","Annual","Units","26.766","19.078","28.773","44.443","9.013","-25.668","18.303","9.418","-2.842","7.369","9.826","8.379","17.578","9.433","7.147","6.75","-1.164","12.588"
"IMF.RES:WEO(4.0.0)","RUS.TMG_RPCH.A","OBS_VALUE","Russian Federation","Imports of goods, Volume, Percent change","Annual","Units","7.987","8.393","32.225","36.35","21.25","-36.35","33.0","20.4","4.425","-3.675","-8.0","-25.225","1.45","16.725","2.125","3.025","-3.325","17.125"
"IMF.RES:WEO(4.0.0)","RWA.TMG_RPCH.A","OBS_VALUE","Rwanda","Imports of goods, Volume, Percent change","Annual","Units","12.402","21.34","26.162","31.556","28.771","20.711","4.169","15.611","29.123","-0.806","10.0","12.397","-5.307","12.622","10.657","8.546","2.796","3.971"
"IMF.RES:WEO(4.0.0)","SDN.TMG_RPCH.A","OBS_VALUE","Sudan","Imports of goods, Volume, Percent change","Annual","Units","30.539","63.675","14.54","-1.649","-6.494","10.823","5.395","-15.988","4.27","6.797","-5.368","24.841","-11.012","7.573","-18.627","16.919","3.018","-6.882"
"IMF.RES:WEO(4.0.0)","SLE.TMG_RPCH.A","OBS_VALUE","Sierra Leone","Imports of goods, Volume, Percent change","Annual","Units","-21.056","18.682","-5.625","-6.522","7.255","48.209","35.157","117.256","-6.788","-17.788","6.734","-5.303","-22.821","19.395","-4.038","16.371","-5.063","17.072"
"IMF.RES:WEO(4.0.0)","SLV.TMG_RPCH.A","OBS_VALUE","El Salvador","Imports of goods, Volume, Percent change","Annual","Units","2.922","9.181","10.179","11.572","-5.124","-10.507","8.364","4.808","-0.268","6.52","-1.762","13.197","2.857","-0.442","1.585","3.559","-10.618","25.484"
"IMF.RES:WEO(4.0.0)","SRB.TMG_RPCH.A","OBS_VALUE","Serbia, Republic of","Imports of goods, Volume, Percent change","Annual","Units","20.999","-13.604","7.79","26.014","6.463","-21.743","2.906","8.003","0.753","2.684","1.93","7.175","10.963","9.964","8.945","9.807","-1.007","14.095"
"IMF.RES:WEO(4.0.0)","SUR.TMG_RPCH.A","OBS_VALUE","Suriname","Imports of goods, Volume, Percent change","Annual","Units","-2.096","41.24","-32.371","0.699","23.689","7.802","-9.759","8.297","17.174","9.596","-4.716","16.171","-35.659","-5.396","8.201","15.04","-14.035","-21.898"
"IMF.RES:WEO(4.0.0)","SVN.TMG_RPCH.A","OBS_VALUE","Slovenia, Republic of","Imports of goods, Volume, Percent change","Annual","Units","15.756","7.548","12.91","16.492","3.183","-19.845","7.917","5.662","-3.976","2.555","3.567","6.138","6.991","10.701","7.417","4.988","-8.578","17.245"
"IMF.RES:WEO(4.0.0)","SYR.TMG_RPCH.A","OBS_VALUE","Syrian Arab Republic","Imports of goods, Volume, Percent change","Annual","Units","6.266","6.061","-26.771","15.999","24.478","19.267","5.353","","","","","","","","","","",""
"IMF.RES:WEO(4.0.0)","SYC.TMG_RPCH.A","OBS_VALUE","Seychelles","Imports of goods, Volume, Percent change","Annual","Units","8.088","24.966","1.304","-10.54","3.334","-0.408","-10.294","4.208","9.079","3.885","9.682","4.072","9.531","9.14","-3.441","-4.253","-18.556","-1.901"
"IMF.RES:WEO(4.0.0)","TGO.TMG_RPCH.A","OBS_VALUE","Togo","Imports of goods, Volume, Percent change","Annual","Units","1.336","-2.905","-3.319","4.226","4.808","11.739","-2.297","25.962","-7.296","20.931","5.831","11.365","-2.501","4.67","4.528","2.797","10.404","4.734"
"IMF.RES:WEO(4.0.0)","TCD.TMG_RPCH.A","OBS_VALUE","Chad","Imports of goods, Volume, Percent change","Annual","Units","8.906","30.878","33.287","-2.429","30.572","11.02","2.611","8.241","3.879","-8.56","-2.355","-17.961","11.841","27.992","17.087","-3.828","-6.309","8.564"
"IMF.RES:WEO(4.0.0)","TKM.TMG_RPCH.A","OBS_VALUE","Turkmenistan","Imports of goods, Volume, Percent change","Annual","Units","10.573","-11.276","-22.891","36.756","36.157","64.716","-10.538","32.64","21.444","17.221","3.907","-12.99","-1.089","-22.747","-48.795","9.021","4.959","-1.026"
"IMF.RES:WEO(4.0.0)","TUR.TMG_RPCH.A","OBS_VALUE","Türkiye, Republic of","Imports of goods, Volume, Percent change","Annual","Units","21.231","12.142","7.239","9.641","-2.76","-14.662","19.365","14.978","0.619","10.921","-1.322","3.093","2.5","10.049","-9.22","-4.98","9.661","-1.406"
"IMF.RES:WEO(4.0.0)","UKR.TMG_RPCH.A","OBS_VALUE","Ukraine","Imports of goods, Volume, Percent change","Annual","Units","13.575","12.799","12.308","20.301","13.492","-41.623","15.014","21.517","1.613","-8.575","-24.991","-28.524","8.325","16.536","8.5","7.182","-3.356","17.016"
"IMF.RES:WEO(4.0.0)","USA.TMG_RPCH.A","OBS_VALUE","United States","Imports of goods, Volume, Percent change","Annual","Units","11.212","7.024","6.075","1.93","-3.271","-15.471","15.376","5.515","2.652","2.008","5.565","5.787","1.107","4.476","5.133","0.533","-5.875","14.467"
"IMF.RES:WEO(4.0.0)","VCT.TMG_RPCH.A","OBS_VALUE","St. Vincent and the Grenadines","Imports of goods, Volume, Percent change","Annual","Units","","","","","","","","","","","","8.098","2.798","-2.434","1.023","-2.441","-1.885","1.603"
"IMF.RES:WEO(4.0.0)","VEN.TMG_RPCH.A","OBS_VALUE","Venezuela, República Bolivariana de","Imports of goods, Volume, Percent change","Annual","Units","66.582","38.777","40.169","31.575","3.187","-21.528","-6.101","13.803","24.948","-13.643","-21.665","-23.102","-50.061","-34.651","0.3","-22.2","-26.091","-10.485"
"IMF.RES:WEO(4.0.0)","YEM.TMG_RPCH.A","OBS_VALUE","Yemen, Republic of","Imports of goods, Volume, Percent change","Annual","Units","-9.854","1.597","7.573","12.647","7.872","-3.808","-4.506","-12.388","21.816","-0.388","2.029","-8.436","-5.11","2.882","8.949","22.316","17.171","-8.232"
"IMF.RES:WEO(4.0.0)","WEO123.TMG_RPCH.A","OBS_VALUE","Other Advanced Economies","Imports of goods, Volume, Percent change","Annual","Units","13.905","8.726","9.011","8.806","4.55","-10.817","17.309","8.743","3.242","4.158","0.169","0.711","1.343","5.393","3.388","-2.024","-2.557","12.235"
"IMF.RES:WEO(4.0.0)","ZAF.TMG_RPCH.A","OBS_VALUE","South Africa","Imports of goods, Volume, Percent change","Annual","Units","17.895","11.776","19.888","10.046","4.079","-21.394","9.743","14.677","6.511","5.119","-0.147","5.055","-4.529","2.118","4.823","0.812","-15.424","10.047"
"IMF.RES:WEO(4.0.0)","ZMB.TMG_RPCH.A","OBS_VALUE","Zambia","Imports of goods, Volume, Percent change","Annual","Units","20.808","10.037","15.088","30.748","11.938","-14.153","32.37","27.311","24.863","16.373","-6.919","0.676","-8.205","12.67","6.48","-20.297","-17.469","13.598"
"IMF.RES:WEO(4.0.0)","ZWE.TMG_RPCH.A","OBS_VALUE","Zimbabwe","Imports of goods, Volume, Percent change","Annual","Units","-6.193","-9.508","-2.648","-13.527","13.186","16.112","26.898","44.257","1.179","-0.652","-5.441","22.995","-1.25","-10.995","11.535","-14.404","18.161","5.692"
"IMF.RES:WEO(4.0.0)","AFG.TMG_RPCH.A","OBS_VALUE","Afghanistan, Islamic Republic of","Imports of goods, Volume, Percent change","Annual","Units","-2.824","51.498","-0.766","-15.536","-3.34","28.869","33.079","7.665","36.24","7.502","-16.015","24.734","-8.264","1.927","-7.886","-5.739","-2.51",""
"IMF.RES:WEO(4.0.0)","ARE.TMG_RPCH.A","OBS_VALUE","United Arab Emirates","Imports of goods, Volume, Percent change","Annual","Units","26.51","10.718","6.893","40.74","23.117","-14.126","-1.918","11.396","11.007","10.881","6.008","2.767","3.364","0.853","-5.931","-3.55","-12.5","5.541"
"IMF.RES:WEO(4.0.0)","ARG.TMG_RPCH.A","OBS_VALUE","Argentina","Imports of goods, Volume, Percent change","Annual","Units","50.322","18.366","12.754","22.248","14.081","-23.556","39.799","21.489","-6.062","3.718","-11.318","3.263","3.314","14.704","-6.811","-20.702","-10.172","29.709"
"IMF.RES:WEO(4.0.0)","ATG.TMG_RPCH.A","OBS_VALUE","Antigua and Barbuda","Imports of goods, Volume, Percent change","Annual","Units","","","","","","","","","","","","-6.977","4.56","7.192","18.463","1.281","-26.633","8.231"
"IMF.RES:WEO(4.0.0)","AUT.TMG_RPCH.A","OBS_VALUE","Austria","Imports of goods, Volume, Percent change","Annual","Units","9.192","5.02","6.28","7.117","0.943","-12.532","14.337","6.297","-0.045","-1.954","2.147","4.169","3.625","4.284","4.156","0.472","-7.152","15.179"
"IMF.RES:WEO(4.0.0)","BEL.TMG_RPCH.A","OBS_VALUE","Belgium","Imports of goods, Volume, Percent change","Annual","Units","6.945","4.988","5.22","5.66","-1.959","-12.445","8.012","3.923","-1.004","0.702","2.203","1.036","5.117","-0.262","0.032","-3.075","-7.822","14.622"
"IMF.RES:WEO(4.0.0)","BHR.TMG_RPCH.A","OBS_VALUE","Bahrain, Kingdom of","Imports of goods, Volume, Percent change","Annual","Units","14.293","13.134","2.065","-4.704","19.588","-26.177","6.7","-0.248","19.942","1.194","-8.114","-10.834","-11.409","12.436","10.938","-8.464","-11.667","19.736"
"IMF.RES:WEO(4.0.0)","BOL.TMG_RPCH.A","OBS_VALUE","Bolivia","Imports of goods, Volume, Percent change","Annual","Units","11.534","11.764","13.377","18.098","20.168","-5.528","8.836","27.017","8.536","15.81","11.884","4.556","-7.761","4.698","1.361","0.185","-27.012","13.699"
"IMF.RES:WEO(4.0.0)","BRB.TMG_RPCH.A","OBS_VALUE","Barbados","Imports of goods, Volume, Percent change","Annual","Units","10.435","0.799","-2.58","-0.849","-7.437","-14.781","-2.082","0.241","-1.793","1.451","1.177","12.452","6.176","-7.217","-8.249","2.563","3.413","-11.449"
"IMF.RES:WEO(4.0.0)","CIV.TMG_RPCH.A","OBS_VALUE","Côte d'Ivoire","Imports of goods, Volume, Percent change","Annual","Units","23.261","-7.671","4.61","5.747","-19.224","14.463","3.687","-18.991","43.662","41.138","8.354","15.083","0.46","10.253","2.335","-1.821","4.609","7.753"
"IMF.RES:WEO(4.0.0)","COG.TMG_RPCH.A","OBS_VALUE","Congo, Republic of","Imports of goods, Volume, Percent change","Annual","Units","2.377","5.915","3.729","5.83","0.244","18.555","25.564","-4.617","-15.965","-6.433","43.739","57.357","-2.032","-38.455","-40.151","-7.137","-10.777","-8.23"
"IMF.RES:WEO(4.0.0)","CRI.TMG_RPCH.A","OBS_VALUE","Costa Rica","Imports of goods, Volume, Percent change","Annual","Units","18.8","26.993","23.637","18.339","25.329","-20.367","9.874","16.307","6.704","0.467","10.22","-5.557","5.541","10.75","6.468","-2.723","-12.929","19.246"
"IMF.RES:WEO(4.0.0)","DJI.TMG_RPCH.A","OBS_VALUE","Djibouti","Imports of goods, Volume, Percent change","Annual","Units","6.257","13.755","23.411","17.295","8.477","-22.699","-20.199","29.962","27.095","3.89","-21.761","-7.154","-5.205","52.818","0.102","14.345","-30.878","64.49"
"IMF.RES:WEO(4.0.0)","DOM.TMG_RPCH.A","OBS_VALUE","Dominican Republic","Imports of goods, Volume, Percent change","Annual","Units","-8.008","15.238","15.648","7.885","4.729","-10.867","34.691","-0.676","2.001","-4.51","5.425","19.452","8.749","-3.816","4.255","4.1","-9.347","17.635"
"IMF.RES:WEO(4.0.0)","DZA.TMG_RPCH.A","OBS_VALUE","Algeria","Imports of goods, Volume, Percent change","Annual","Units","25.512","6.693","1.092","21.013","33.888","2.621","-0.165","6.994","11.397","9.581","11.373","-5.556","-1.858","-1.998","-2.978","-7.749","-18.133","-4.075"
"IMF.RES:WEO(4.0.0)","ECU.TMG_RPCH.A","OBS_VALUE","Ecuador","Imports of goods, Volume, Percent change","Annual","Units","8.988","14.18","7.01","5.996","12.725","-5.827","12.368","2.432","0.207","8.351","5.306","-4.074","-15.27","19.131","3.537","-0.094","-14.862","16.496"
"IMF.RES:WEO(4.0.0)","EST.TMG_RPCH.A","OBS_VALUE","Estonia, Republic of","Imports of goods, Volume, Percent change","Annual","Units","16.558","14.775","24.466","13.817","-7.045","-32.552","23.225","29.138","9.426","-0.422","2.424","-2.404","5.268","4.369","5.771","2.851","-2.499","18.34"
"IMF.RES:WEO(4.0.0)","FRA.TMG_RPCH.A","OBS_VALUE","France","Imports of goods, Volume, Percent change","Annual","Units","6.497","7.143","6.376","5.118","1.112","-10.341","8.237","6.161","-0.488","0.946","2.847","4.971","3.326","6.04","2.221","2.368","-11.221","8.376"
"IMF.RES:WEO(4.0.0)","GHA.TMG_RPCH.A","OBS_VALUE","Ghana","Imports of goods, Volume, Percent change","Annual","Units","21.18","15.743","26.344","21.66","24.748","-20.991","35.046","49.337","10.706","-1.135","-16.545","-8.545","-3.653","-2.54","4.23","2.127","-1.232","9.619"
"IMF.RES:WEO(4.0.0)","GTM.TMG_RPCH.A","OBS_VALUE","Guatemala","Imports of goods, Volume, Percent change","Annual","Units","6.148","-0.602","6.447","7.827","-5.729","-7.706","10.004","6.97","2.777","4.566","3.37","3.648","0.942","2.825","3.927","4.857","-5.769","19.457"
"IMF.RES:WEO(4.0.0)","HND.TMG_RPCH.A","OBS_VALUE","Honduras","Imports of goods, Volume, Percent change","Annual","Units","9.094","1.536","8.984","19.025","2.934","-16.989","-0.916","9.397","2.513","0.278","6.096","24.709","2.026","0.606","2.571","-1.206","-4.541","17.967"
"IMF.RES:WEO(4.0.0)","GUY.TMG_RPCH.A","OBS_VALUE","Guyana","Imports of goods, Volume, Percent change","Annual","Units","-4.148","-4.276","-1.07","1.872","-2.939","10.255","-1.905","-3.478","3.675","-1.102","0.491","14.948","4.49","-1.966","1.695","11.517","6.954","3.118"
"IMF.RES:WEO(4.0.0)","HTI.TMG_RPCH.A","OBS_VALUE","Haiti","Imports of goods, Volume, Percent change","Annual","Units","-1.818","-1.985","12.569","5.374","11.508","4.071","39.294","1.171","-9.13","11.372","30.837","10.011","-10.223","7.396","8.899","-7.153","-4.983","3.089"
"IMF.RES:WEO(4.0.0)","HRV.TMG_RPCH.A","OBS_VALUE","Croatia, Republic of","Imports of goods, Volume, Percent change","Annual","Units","5.458","8.329","9.727","7.483","2.836","-22.139","-2.577","3.788","-2.742","5.049","4.956","8.723","6.169","7.454","6.636","6.407","-8.771","16.737"
"IMF.RES:WEO(4.0.0)","HUN.TMG_RPCH.A","OBS_VALUE","Hungary","Imports of goods, Volume, Percent change","Annual","Units","25.276","24.869","10.13","8.552","-2.479","-20.408","6.813","-0.443","-2.732","2.434","10.137","15.26","6.088","7.983","4.112","5.894","-1.779","-0.248"
"IMF.RES:WEO(4.0.0)","IND.TMG_RPCH.A","OBS_VALUE","India","Imports of goods, Volume, Percent change","Annual","Units","28.658","13.655","6.211","25.413","18.318","4.731","10.466","16.386","1.575","-3.215","7.403","0.697","2.241","11.026","3.539","-5.174","-15.03","19.571"
"IMF.RES:WEO(4.0.0)","ISL.TMG_RPCH.A","OBS_VALUE","Iceland","Imports of goods, Volume, Percent change","Annual","Units","17.704","24.704","16.282","-5.699","-18.913","-25.237","-0.407","6.795","2.28","-0.256","9.837","18.798","14.023","11.294","-3.217","-7.735","-11.075","18.936"
"IMF.RES:WEO(4.0.0)","JOR.TMG_RPCH.A","OBS_VALUE","Jordan","Imports of goods, Volume, Percent change","Annual","Units","22.615","16.155","0.571","4.068","2.639","-3.952","-11.338","-1.699","8.714","4.458","0.839","-3.655","-6.209","9.116","-1.609","2.573","-9.059","17.27"
"IMF.RES:WEO(4.0.0)","ITA.TMG_RPCH.A","OBS_VALUE","Italy","Imports of goods, Volume, Percent change","Annual","Units","5.713","2.986","7.903","4.122","-3.988","-13.979","14.216","0.221","-8.975","-3.061","3.289","7.955","3.884","5.54","2.617","-1.14","-9.126","15.578"
"IMF.RES:WEO(4.0.0)","JAM.TMG_RPCH.A","OBS_VALUE","Jamaica","Imports of goods, Volume, Percent change","Annual","Units","-0.613","5.055","11.312","17.73","5.449","-14.529","-12.806","4.191","3.074","11.429","11.18","16.577","3.665","13.983","2.145","10.071","-12.526","-19.228"
"IMF.RES:WEO(4.0.0)","KAZ.TMG_RPCH.A","OBS_VALUE","Kazakhstan, Republic of","Imports of goods, Volume, Percent change","Annual","Units","30.926","23.544","15.297","25.132","11.564","-14.807","-5.608","9.948","24.252","8.675","-8.751","-5.082","-16.871","8.563","6.993","18.215","-23.853","-8.592"
"IMF.RES:WEO(4.0.0)","KHM.TMG_RPCH.A","OBS_VALUE","Cambodia","Imports of goods, Volume, Percent change","Annual","Units","6.552","4.706","10.501","-11.39","-7.623","10.011","8.385","13.836","10.799","18.983","14.249","21.978","13.252","6.369","15.759","18.876","1.15","26.916"
"IMF.RES:WEO(4.0.0)","KGZ.TMG_RPCH.A","OBS_VALUE","Kyrgyz Republic","Imports of goods, Volume, Percent change","Annual","Units","21.344","10.516","44.927","36.873","23.48","-23.971","-12.025","6.541","21.312","22.48","6.473","-17.085","3.558","6.97","12.139","-3.261","-20.668","23.831"
"IMF.RES:WEO(4.0.0)","KWT.TMG_RPCH.A","OBS_VALUE","Kuwait","Imports of goods, Volume, Percent change","Annual","Units","","","","","","","-4.666","9.259","5.206","1.956","11.061","-1.423","0.825","12.168","-3.829","-12.891","-19.695","13.415"
"IMF.RES:WEO(4.0.0)","KOS.TMG_RPCH.A","OBS_VALUE","Kosovo, Republic of","Imports of goods, Volume, Percent change","Annual","Units","15.149","5.554","7.665","12.079","14.217","0.246","8.678","16.379","-0.84","-0.774","0.887","-4.804","9.622","5.671","7.013","4.522","-3.664","28.883"
"IMF.RES:WEO(4.0.0)","LBN.TMG_RPCH.A","OBS_VALUE","Lebanon","Imports of goods, Volume, Percent change","Annual","Units","18.288","-6.212","-6.348","17.81","21.776","4.838","0.747","0.833","9.433","2.942","-1.592","-2.743","5.665","-0.362","-1.855","-2.594","-41.621","8.702"
"IMF.RES:WEO(4.0.0)","LAO.TMG_RPCH.A","OBS_VALUE","Lao People's Democratic Republic","Imports of goods, Volume, Percent change","Annual","Units","33.636","12.612","20.606","20.257","22.166","8.53","10.499","16.967","22.987","12.34","15.582","-15.835","-0.241","1.193","6.797","-1.274","-10.316","-1.89"
"IMF.RES:WEO(4.0.0)","LBR.TMG_RPCH.A","OBS_VALUE","Liberia","Imports of goods, Volume, Percent change","Annual","Units","135.14","-18.361","40.676","-6.622","28.6","-13.859","-18.259","62.721","34.336","-7.699","69.548","16.39","-14.781","-27.606","-7.554","-5.7","22.327","4.911"
"IMF.RES:WEO(4.0.0)","LKA.TMG_RPCH.A","OBS_VALUE","Sri Lanka","Imports of goods, Volume, Percent change","Annual","Units","20.171","-4.141","7.62","-1.846","8.837","-27.574","16.52","35.261","-18.909","1.635","12.244","17.994","8.274","2.594","-0.902","-7.757","-20.423","-5.118"
"IMF.RES:WEO(4.0.0)","LSO.TMG_RPCH.A","OBS_VALUE","Lesotho, Kingdom of","Imports of goods, Volume, Percent change","Annual","Units","-0.339","3.807","-0.407","1.3","6.262","2.784","6.361","4.523","6.498","-6.203","2.095","6.465","-4.255","4.142","-5.552","0.82","-2.588","-0.47"
"IMF.RES:WEO(4.0.0)","LUX.TMG_RPCH.A","OBS_VALUE","Luxembourg","Imports of goods, Volume, Percent change","Annual","Units","8.102","3.064","4.691","-1.063","6.903","-20.674","17.809","11.524","-2.749","0.195","1.536","4.91","-2.385","5.609","-0.893","1.242","-9.678","17.502"
"IMF.RES:WEO(4.0.0)","MDA.TMG_RPCH.A","OBS_VALUE","Moldova, Republic of","Imports of goods, Volume, Percent change","Annual","Units","14.0","21.0","8.0","25.0","14.0","-25.0","14.0","22.0","1.0","6.0","1.0","-5.0","7.6","14.5","8.9","4.8","-0.503","9.682"
"IMF.RES:WEO(4.0.0)","MAR.TMG_RPCH.A","OBS_VALUE","Morocco","Imports of goods, Volume, Percent change","Annual","Units","6.047","11.44","4.219","19.244","11.926","-2.459","-2.949","9.564","2.199","-6.224","2.479","-4.349","18.326","5.7","5.71","3.553","-8.342","13.608"
"IMF.RES:WEO(4.0.0)","MLT.TMG_RPCH.A","OBS_VALUE","Malta","Imports of goods, Volume, Percent change","Annual","Units","-1.176","5.986","18.433","8.13","19.529","-17.022","19.23","4.537","4.556","-9.539","-3.447","22.969","-4.809","-8.161","1.401","22.895","-20.315","22.249"
"IMF.RES:WEO(4.0.0)","MLI.TMG_RPCH.A","OBS_VALUE","Mali","Imports of goods, Volume, Percent change","Annual","Units","38.054","7.342","15.013","3.237","24.444","-11.993","16.342","8.316","7.543","1.993","12.567","49.859","13.336","-14.181","-12.072","11.609","10.979","10.799"
"IMF.RES:WEO(4.0.0)","NER.TMG_RPCH.A","OBS_VALUE","Niger","Imports of goods, Volume, Percent change","Annual","Units","2.885","13.08","-6.02","7.538","28.746","36.282","9.968","4.69","14.291","2.621","-13.626","6.166","-13.381","9.636","8.65","9.513","2.825","0.603"
"IMF.RES:WEO(4.0.0)","NAM.TMG_RPCH.A","OBS_VALUE","Namibia","Imports of goods, Volume, Percent change","Annual","Units","6.632","5.179","5.049","11.811","24.236","26.023","-6.208","-3.308","22.314","2.631","16.824","12.441","-5.124","-13.839","-3.314","-6.197","-16.519","1.701"
"IMF.RES:WEO(4.0.0)","NLD.TMG_RPCH.A","OBS_VALUE","Netherlands, The","Imports of goods, Volume, Percent change","Annual","Units","8.574","5.83","9.4","5.379","1.438","-10.689","10.014","3.915","2.402","1.342","3.323","7.429","4.761","6.497","3.837","5.635","-1.911","9.649"
"IMF.RES:WEO(4.0.0)","NGA.TMG_RPCH.A","OBS_VALUE","Nigeria","Imports of goods, Volume, Percent change","Annual","Units","-21.095","42.359","-25.361","18.303","14.119","-0.932","36.546","9.234","-14.133","-8.31","26.645","19.334","-25.484","-16.427","8.002","60.433","0.307","-27.972"
"IMF.RES:WEO(4.0.0)","PAK.TMG_RPCH.A","OBS_VALUE","Pakistan","Imports of goods, Volume, Percent change","Annual","Units","0.355","22.787","21.779","4.17","8.519","-0.456","-0.811","4.998","-0.642","1.804","7.605","14.469","15.255","14.887","8.422","-9.767","-11.984","20.197"
"IMF.RES:WEO(4.0.0)","NZL.TMG_RPCH.A","OBS_VALUE","New Zealand","Imports of goods, Volume, Percent change","Annual","Units","17.391","5.519","-2.054","8.68","3.312","-15.99","11.468","6.773","3.87","6.662","8.939","5.45","3.594","7.38","6.474","0.931","-11.257","21.023"
"IMF.RES:WEO(4.0.0)","PLW.TMG_RPCH.A","OBS_VALUE","Palau, Republic of","Imports of goods, Volume, Percent change","Annual","Units","17.59","-2.155","0.801","-8.966","-3.808","-15.384","2.919","12.247","6.963","4.245","15.587","-3.574","4.168","-0.509","-5.024","-0.1","4.742","-18.5"
"IMF.RES:WEO(4.0.0)","QAT.TMG_RPCH.A","OBS_VALUE","Qatar","Imports of goods, Volume, Percent change","Annual","Units","15.129","63.771","56.397","34.758","7.442","-3.601","-13.016","17.214","16.166","5.839","0.74","-0.179","18.276","-7.766","4.089","-4.469","-23.315","-0.388"
"IMF.RES:WEO(4.0.0)","SAU.TMG_RPCH.A","OBS_VALUE","Saudi Arabia","Imports of goods, Volume, Percent change","Annual","Units","11.964","26.043","10.338","22.124","12.104","-10.922","2.418","14.291","18.944","11.342","6.517","8.593","-16.508","-5.527","0.227","10.097","-9.475","0.366"
"IMF.RES:WEO(4.0.0)","SGP.TMG_RPCH.A","OBS_VALUE","Singapore","Imports of goods, Volume, Percent change","Annual","Units","23.131","13.031","10.148","6.508","11.462","-13.64","18.211","6.269","-0.27","3.35","-1.685","-1.646","-1.568","7.108","4.661","-1.388","-1.903","9.954"
"IMF.RES:WEO(4.0.0)","SEN.TMG_RPCH.A","OBS_VALUE","Senegal","Imports of goods, Volume, Percent change","Annual","Units","17.287","2.516","-0.203","24.21","31.046","-6.888","-6.881","10.82","3.81","5.609","4.541","-2.501","2.07","22.318","13.343","0.253","11.549","7.263"
"IMF.RES:WEO(4.0.0)","SLB.TMG_RPCH.A","OBS_VALUE","Solomon Islands","Imports of goods, Volume, Percent change","Annual","Units","14.953","53.472","26.666","25.431","-8.606","0.564","36.62","7.568","-0.433","5.97","1.718","8.972","-2.696","7.088","4.956","-1.869","-10.963","-7.85"
"IMF.RES:WEO(4.0.0)","SVK.TMG_RPCH.A","OBS_VALUE","Slovak Republic","Imports of goods, Volume, Percent change","Annual","Units","25.756","15.414","21.595","8.204","2.664","-19.663","19.226","9.333","2.749","4.51","4.617","8.587","4.418","4.267","3.732","2.038","-7.02","11.92"
"IMF.RES:WEO(4.0.0)","STP.TMG_RPCH.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Imports of goods, Volume, Percent change","Annual","Units","9.191","3.26","8.693","12.155","4.073","-12.139","5.689","6.089","0.531","2.831","4.841","5.233","4.525","5.447","4.204","3.614","-5.25","11.021"
"IMF.RES:WEO(4.0.0)","SWZ.TMG_RPCH.A","OBS_VALUE","Eswatini, Kingdom of","Imports of goods, Volume, Percent change","Annual","Units","3.367","-7.988","-23.97","1.594","4.86","16.388","16.263","-1.223","-2.943","10.836","-3.752","8.136","8.057","1.308","10.638","1.526","-1.334","14.011"
"IMF.RES:WEO(4.0.0)","SWE.TMG_RPCH.A","OBS_VALUE","Sweden","Imports of goods, Volume, Percent change","Annual","Units","7.813","8.185","9.333","9.806","2.303","-16.384","16.611","8.531","-0.89","-1.779","5.116","4.807","5.596","4.577","4.621","-0.494","-3.896","11.085"
"IMF.RES:WEO(4.0.0)","THA.TMG_RPCH.A","OBS_VALUE","Thailand","Imports of goods, Volume, Percent change","Annual","Units","20.557","18.606","1.197","3.435","12.431","-20.397","27.287","13.465","6.653","2.019","-6.761","-0.683","-2.476","7.368","7.65","-5.821","-10.467","17.914"
"IMF.RES:WEO(4.0.0)","TJK.TMG_RPCH.A","OBS_VALUE","Tajikistan, Republic of","Imports of goods, Volume, Percent change","Annual","Units","9.703","-27.426","42.653","70.326","19.383","-17.352","3.508","12.811","25.711","8.813","-15.509","-3.685","-9.717","-17.562","8.021","9.174","-3.239","12.701"
