"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.RES:WEO(4.0.0)","KIR.PPPPC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1506.458","1545.43","1649.203","1708.426","1653.354","1636.832","1641.291","1706.999","1815.416","1962.802","1995.537","2211.373","2352.164","2444.097","2545.46","2628.959","2606.314","2910.01"
"IMF.RES:WEO(4.0.0)","KHM.PPPPC.A","OBS_VALUE","Cambodia","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1853.424","2131.189","2398.332","2675.944","2884.508","2972.231","3110.51","3351.519","3616.295","3903.362","4220.442","4493.536","4816.529","5213.911","5777.847","6308.101","6083.353","6368.944"
"IMF.RES:WEO(4.0.0)","KNA.PPPPC.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","16064.15","18123.728","19210.37","19789.805","22358.808","21676.255","21895.577","22623.208","22855.667","24550.345","26860.166","27303.711","28642.162","29161.227","30300.523","31944.707","26883.464","26419.667"
"IMF.RES:WEO(4.0.0)","KWT.PPPPC.A","OBS_VALUE","Kuwait","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","46583.658","56587.911","60477.431","63578.83","57635.923","53887.884","50428.632","50978.824","52445.55","51537.797","50508.332","48904.016","48856.58","45771.221","50248.116","50450.879","42076.157","52419.561"
"IMF.RES:WEO(4.0.0)","LAO.PPPPC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","2631.976","2860.833","3162.515","3448.281","3731.267","3970.215","4276.504","4645.077","5028.408","5447.492","5883.419","6279.648","6682.186","7159.945","7511.151","7790.914","7756.007","8029.626"
"IMF.RES:WEO(4.0.0)","LBY.PPPPC.A","OBS_VALUE","Libya","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","19476.626","21902.509","22242.914","23890.938","23898.212","22679.013","23785.029","12295.466","22057.874","18446.909","14459.642","14327.725","14107.291","18837.552","19853.87","17112.593","11617.318","13442.505"
"IMF.RES:WEO(4.0.0)","LKA.PPPPC.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","5402.584","5871.988","6467.279","7041.748","7550.451","7811.329","8481.77","9344.199","10326.39","10842.729","11626.166","12115.637","12707.666","13616.185","14178.023","14112.953","12940.904","14316.135"
"IMF.RES:WEO(4.0.0)","LSO.PPPPC.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1695.467","1805.405","1937.772","2059.977","2164.001","2170.574","2293.52","2442.814","2598.797","2671.824","2755.988","2852.661","2914.15","2865.909","2840.241","2755.645","2810.687","2787.964"
"IMF.RES:WEO(4.0.0)","LCA.PPPPC.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","11059.55","11280.715","12299.439","12797.685","13595.046","13333.027","13464.879","14309.654","14438.725","14287.71","14656.285","14687.987","15322.905","16056.229","17348.082","18613.405","14830.239","18981.093"
"IMF.RES:WEO(4.0.0)","LTU.PPPPC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","15162.303","17154.97","19305.709","22292.533","23510.804","20406.851","21426.728","23736.511","25437.265","27086.67","28761.785","29891.988","31349.538","33736.503","36377.096","40590.098","41134.624","46424.91"
"IMF.RES:WEO(4.0.0)","LVA.PPPPC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","14280.35","16501.298","19233.41","21905.624","21770.011","19032.304","18772.726","20087.99","22222.117","23293.228","24419.484","25801.843","26896.071","28557.902","30762.065","33187.953","33605.287","36608.228"
"IMF.RES:WEO(4.0.0)","MHL.PPPPC.A","OBS_VALUE","Marshall Islands, Republic of the","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","2560.984","2650.434","2721.629","2880.468","2678.326","2803.869","2959.348","2991.826","3042.265","3257.077","3328.4","3494.184","3704.853","4048.219","4525.061","5220.392","5167.479","5664.493"
"IMF.RES:WEO(4.0.0)","MDG.PPPPC.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1302.14","1365.734","1440.496","1518.31","1603.186","1503.634","1486.587","1496.173","1524.048","1539.309","1571.125","1587.588","1617.97","1661.708","1656.275","1715.3","1578.279","1685.297"
"IMF.RES:WEO(4.0.0)","MEX.PPPPC.A","OBS_VALUE","Mexico","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","14891.8","15476.879","16486.01","17023.663","17241.842","16003.763","16747.819","17425.431","18129.239","18355.915","18913.756","19393.676","19728.461","20262.587","20685.338","20742.271","19137.29","20758.733"
"IMF.RES:WEO(4.0.0)","MDV.PPPPC.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","12951.26","11686.052","14630.012","15785.205","17267.538","15693.317","16689.692","18189.048","18652.614","19956.088","21526.294","22216.11","23506.664","25192.811","28335.785","30275.11","17833.051","25595.121"
"IMF.RES:WEO(4.0.0)","MKD.PPPPC.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","8526.557","9289.24","10123.363","11134.114","12039.041","12148.168","12790.324","13421.049","13662.028","14353.831","15174.541","15948.551","16611.795","17161.136","18460.456","20222.53","19962.179","22372.553"
"IMF.RES:WEO(4.0.0)","MLI.PPPPC.A","OBS_VALUE","Mali","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1517.96","1613.636","1684.34","1732.257","1790.129","1825.054","1884.971","1922.979","1886.542","1906.203","2011.989","2089.202","2162.381","2244.519","2307.161","2437.558","2371.085","2456.262"
"IMF.RES:WEO(4.0.0)","MLT.PPPPC.A","OBS_VALUE","Malta","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","22553.139","23763.592","24924.409","26848.357","28417.222","27980.968","29851.183","30697.678","32352.71","34562.709","37238.822","40238.545","41271.02","46440.757","49009.127","52470.855","50004.825","58476.852"
"IMF.RES:WEO(4.0.0)","MNE.PPPPC.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","","","","","","","","","","","","","","","","","",""
"IMF.RES:WEO(4.0.0)","MMR.PPPPC.A","OBS_VALUE","Myanmar","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1390.085","1618.132","1878.589","2157.208","2349.833","2451.705","2593.606","2771.519","2982.865","3246.289","3543.053","3810.043","4058.388","4333.596","5148.741","5681.22","5842.918","4687.535"
"IMF.RES:WEO(4.0.0)","MRT.PPPPC.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3479.136","3789.861","4770.379","4671.577","4619.363","4531.977","4588.906","4756.492","4938.38","5106.932","5292.297","5500.154","5492.643","5806.925","5932.326","6175.817","6367.42","6517.749"
"IMF.RES:WEO(4.0.0)","MOZ.PPPPC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","616.316","656.528","723.164","777.687","824.246","854.782","897.983","955.268","1022.309","1077.771","1148.411","1209.969","1242.633","1261.14","1307.33","1370.398","1393.756","1440.46"
"IMF.RES:WEO(4.0.0)","MUS.PPPPC.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","11228.299","11679.253","12524.3","13538.506","14490.181","15022.927","15833.378","16792.08","17653.713","18516.658","19520.509","20402.015","21380.588","22600.857","23067.147","24036.802","21325.955","22781.577"
"IMF.RES:WEO(4.0.0)","MWI.PPPPC.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","765.791","799.511","839.058","918.554","980.17","1038.441","1091.867","1135.778","1145.745","1191.523","1245.505","1257.919","1262.343","1298.938","1281.5","1356.486","1415.382","1575.454"
"IMF.RES:WEO(4.0.0)","NER.PPPPC.A","OBS_VALUE","Niger","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","757.282","807.638","849.543","866.807","916.531","905.136","957.234","961.98","1041.771","1073.013","1119.705","1134.831","1165.516","1198.809","1258.698","1399.988","1466.542","1545.922"
"IMF.RES:WEO(4.0.0)","NIC.PPPPC.A","OBS_VALUE","Nicaragua","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3413.228","3596.979","3821.694","4070.732","4236.185","4050.078","4226.464","4529.092","4769.537","5037.228","5314.893","5563.345","5811.748","6126.156","5857.122","5917.896","6316.56","7201.746"
"IMF.RES:WEO(4.0.0)","NLD.PPPPC.A","OBS_VALUE","Netherlands, The","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","38785.378","40694.418","43357.67","46193.838","47946.176","46244.648","47167.864","48758.716","48961.992","49633.383","51160.415","52507.542","54041.11","56200.904","58992.326","62571.485","62718.576","69551.931"
"IMF.RES:WEO(4.0.0)","NGA.PPPPC.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","2959.037","3182.345","3410.91","3662.018","3896.636","4136.551","4535.43","4726.949","4888.177","5101.154","5372.381","5420.667","5244.068","5242.497","5318.387","5589.795","5557.74","5676.876"
"IMF.RES:WEO(4.0.0)","NRU.PPPPC.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","4350.459","4512.898","5388.211","4347.717","5245.151","4896.165","4770.264","5466.684","6957.483","7026.417","7645.975","7580.587","7681.721","7178.985","7461.966","8617.155","8734.165","9603.515"
"IMF.RES:WEO(4.0.0)","NPL.PPPPC.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1766.121","1864.715","1969.373","2076.493","2231.672","2334.597","2464.505","2591.423","2756.452","2896.799","3115.262","3251.638","3267.069","3582.688","3896.863","4198.841","4180.437","4461.469"
"IMF.RES:WEO(4.0.0)","NOR.PPPPC.A","OBS_VALUE","Norway","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","48214.547","50702.3","53093.088","55529.257","56094.776","54709.513","55065.791","56081.964","57920.542","58825.823","60363.758","61471.597","62219.919","64426.949","70095.235","70821.812","67047.031","89096.34"
"IMF.RES:WEO(4.0.0)","PAK.PPPPC.A","OBS_VALUE","Pakistan","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3377.82","3671.884","3903.35","4112.755","4272.998","4240.483","4283.33","4403.03","4516.431","4655.283","4786.186","4893.305","5016.639","5212.16","5387.193","5434.295","5435.73","5774.486"
"IMF.RES:WEO(4.0.0)","PAN.PPPPC.A","OBS_VALUE","Panama","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","13414.86","14553.479","15985.932","18077.429","19885.527","19907.922","20964.123","23420.943","25749.558","27536.024","28964.649","30426.259","31744.641","33611.253","32523.617","33337.593","27123.037","30994.566"
"IMF.RES:WEO(4.0.0)","PHL.PPPPC.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3872.407","4111.514","4380.317","4705.546","4916.131","4931.497","5266.646","5490.738","5882.436","6285.836","6697.194","7080.086","7531.381","8068.549","8650.556","9216.444","8455.74","9100.877"
"IMF.RES:WEO(4.0.0)","PER.PPPPC.A","OBS_VALUE","Peru","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","5838.132","6346.522","6981.161","7729.352","8543.19","8633.636","9398.079","10123.736","10867.551","11608.456","11979.71","12339.149","12753.476","13072.09","13515.512","13977.26","12964.509","15338.055"
"IMF.RES:WEO(4.0.0)","PNG.PPPPC.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","2234.379","2346.61","2423.197","2622.035","2604.24","2735.61","2868.444","2749.484","2792.364","2808.946","3091.334","3167.783","3213.837","3226.699","3135.6","3172.532","2965.522","2931.087"
"IMF.RES:WEO(4.0.0)","POL.PPPPC.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","14387.294","15365.548","16817.926","18508.66","19662.618","20333.421","21247.489","22755.459","23536.663","24143.1","25536.087","26911.448","27997.848","29959.579","32025.988","35481.053","36265.505","41198.045"
"IMF.RES:WEO(4.0.0)","PRT.PPPPC.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","24428.993","25344.967","26503.283","27848.955","28435.008","27690.737","28501.23","28637.958","28101.34","28471.722","29354.98","30283.477","31287.183","33044.677","34928.566","37845.218","35874.813","39036.346"
"IMF.RES:WEO(4.0.0)","PRY.PPPPC.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","6969.631","7217.195","7667.979","8167.444","8723.785","8617.038","9539.284","9998.014","9959.053","10804.665","11404.85","11678.249","12115.241","12741.175","12884.952","12888.199","13028.592","14004.772"
"IMF.RES:WEO(4.0.0)","SAU.PPPPC.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","37835.619","40308.352","41855.019","42842.075","45231.6","43899.458","44338.597","47999.712","49416.971","48817.433","50312.646","50386.795","49919.184","51237.778","56700.065","56188.195","45434.472","55768.27"
"IMF.RES:WEO(4.0.0)","SDN.PPPPC.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3597.764","3828.4","4097.683","4337.296","4474.57","4266.628","4371.443","5306.243","4179.547","4200.981","4338.349","4456.487","4571.885","4553.347","4580.248","4247.575","4454.8","3761.245"
"IMF.RES:WEO(4.0.0)","SLB.PPPPC.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1385.43","1464.394","1538.799","1605.73","1685.758","1694.792","1810.91","1928.473","1938.335","2020.867","2027.965","2029.93","2111.124","2163.114","2221.31","2245.992","2155.352","2266.28"
"IMF.RES:WEO(4.0.0)","SLE.PPPPC.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1546.979","1638.89","1711.384","1774.505","1834.183","1828.257","1991.581","2128.199","2262.572","2462.496","2435.457","2330.876","2410.296","2495.803","2607.482","2675.95","2697.228","2832.351"
"IMF.RES:WEO(4.0.0)","SOM.PPPPC.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","","","","","","","","","1652.846","1727.66","1756.849","1804.017","1748.975","1896.331","1714.804","1726.714","1638.928","1583.397"
"IMF.RES:WEO(4.0.0)","SSD.PPPPC.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","","","","","","","","922.254","450.779","564.729","565.616","552.712","469.974","437.974","571.679","582.824","625.73","1022.662"
"IMF.RES:WEO(4.0.0)","STP.PPPPC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","2116.906","2281.109","2498.093","2574.927","2778.001","2819.898","2829.328","2879.622","2953.561","3090.075","3229.07","3224.798","3355.49","3486.339","3963.416","4664.053","5131.202","5705.985"
"IMF.RES:WEO(4.0.0)","SUR.PPPPC.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","12084.463","12927.421","13935.79","14855.776","15555.571","15908.058","16683.481","17848.869","18495.197","19062.123","19148.684","18526.195","17524.165","17884.362","18140.301","20028.379","17041.996","18299.769"
"IMF.RES:WEO(4.0.0)","SVK.PPPPC.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","14894.734","16376.82","18314.85","20847.601","22421.846","21304.242","22977.292","24068.795","24785.687","25336.476","26448.015","28044.864","28835.629","30163.883","31390.855","33966.575","35007.86","37703.99"
"IMF.RES:WEO(4.0.0)","SWZ.PPPPC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","5267.038","5707.013","6180.726","6571.984","6704.394","6801.733","7094.235","7350.505","7835.534","8218.378","8379.776","8585.967","8699.317","8972.762","9081.196","9528.422","9510.048","10679.871"
"IMF.RES:WEO(4.0.0)","SVN.PPPPC.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","23542.446","25201.891","27434.992","30084.581","31699.852","29153.966","29623.436","30385.125","29970.879","30181.077","31520.456","32546.117","33830.836","36188.66","38751.258","42525.562","41897.915","46254.489"
"IMF.RES:WEO(4.0.0)","SWE.PPPPC.A","OBS_VALUE","Sweden","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","35253.286","37224.137","39877.655","41958.138","42035.552","40129.301","42611.164","44547.988","44843.979","45700.606","47063.912","49073.646","49972.834","51155.998","52836.996","56777.432","57346.067","62904.072"
"IMF.RES:WEO(4.0.0)","SYR.PPPPC.A","OBS_VALUE","Syrian Arab Republic","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","4816.097","5107.609","5396.814","5715.679","5939.128","6175.748","6374.969","","","","","","","","","","",""
"IMF.RES:WEO(4.0.0)","SYC.PPPPC.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","13021.533","14572.713","16095.537","18160.867","17722.02","17566.964","18383.846","20357.888","21318.951","22648.015","23757.054","25614.208","28789.615","31125.941","32516.479","34650.822","31455.715","30350.602"
"IMF.RES:WEO(4.0.0)","TCD.PPPPC.A","OBS_VALUE","Chad","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1741.168","1875.237","1897.773","1957.354","2007.895","2011.266","2174.945","2173.874","2289.539","2378.82","2484.955","2462.181","2256.135","2181.739","2325.477","2462.353","2240.207","2422.415"
"IMF.RES:WEO(4.0.0)","TJK.PPPPC.A","OBS_VALUE","Tajikistan, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1368.606","1475.039","1592.945","1726.277","1857.669","1899.638","2002.467","2146.068","2297.331","2453.253","2604.317","2725.605","2878.625","3072.654","3136.544","3548.583","3759.648","4113.977"
"IMF.RES:WEO(4.0.0)","TKM.PPPPC.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","6731.714","7763.934","8781.673","9900.12","11439.317","12065.08","13934.761","15745.27","16886.392","16564.855","17143.117","17359.229","17138.884","17521.385","19068.035","20049.621","19184.739","22393.752"
"IMF.RES:WEO(4.0.0)","TTO.PPPPC.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","18871.517","20509.215","24027.677","25612.771","26840.975","25577.971","26639.221","26973.522","28760.451","30084.04","31586.198","31446.936","29202.112","28165.203","28846.617","29028.396","26004.521","29965.6"
"IMF.RES:WEO(4.0.0)","TUN.PPPPC.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","7139.624","7556.217","8122.419","8814.086","9266.295","9502.653","9845.35","9731.668","10212.049","10514.707","10900.432","10980.21","11081.035","11404.656","11949.406","12592.25","11989.274","12406.364"
"IMF.RES:WEO(4.0.0)","TON.PPPPC.A","OBS_VALUE","Tonga","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3914.909","3996.044","4005.499","4001.272","4261.574","4054.949","4127.079","4488.443","4704.402","4832.186","5033.171","5173.975","5606.983","5904.632","6097.585","6189.266","6359.446","6571.799"
"IMF.RES:WEO(4.0.0)","TUR.PPPPC.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","13221.264","14678.515","15980.724","17032.414","17274.182","16304.41","17611.23","19720.012","20797.729","22635.033","23847.098","25193.996","25924.961","28019.32","28093.447","28264.18","28601.538","31438.507"
"IMF.RES:WEO(4.0.0)","TWN.PPPPC.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","25371.376","27477.242","29820.101","32609.547","33388.935","32934.697","36683.095","38710.583","40150.159","41744.367","44361.437","45316.623","46642.911","48985.053","50028.962","52449.039","57680.452","64374.927"
"IMF.RES:WEO(4.0.0)","UKR.PPPPC.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","8228.418","8815.275","9837.406","10997.156","11512.654","9873.363","10445.159","11279.174","11537.065","11763.162","11834.095","10819.353","11235.198","11761.234","12795.435","14482.52","15840.806","18207.621"
"IMF.RES:WEO(4.0.0)","TZA.PPPPC.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1305.019","1404.9","1473.627","1595.953","1670.019","1720.61","1799.105","1923.804","1999.961","2107.873","2221.28","2309.645","2418.123","2549.584","2670.909","2927.514","3217.527","3426.876"
"IMF.RES:WEO(4.0.0)","UGA.PPPPC.A","OBS_VALUE","Uganda","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1264.418","1387.899","1480.841","1588.384","1727.02","1816.127","1912.865","2034.498","2054.86","2109.8","2206.158","2336.1","2293.203","2419.232","2608.022","2795.634","2760.164","3002.995"
"IMF.RES:WEO(4.0.0)","USA.PPPPC.A","OBS_VALUE","United States","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","41641.617","44034.256","46216.853","47943.353","48470.553","47102.428","48586.288","50008.108","51736.738","53363.904","55263.817","57006.926","58179.697","60292.978","63165.278","65561.32","64461.618","71257.958"
"IMF.RES:WEO(4.0.0)","VCT.PPPPC.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","8686.357","9151.646","10039.298","10617.55","10856.268","10777.31","10430.15","10568.314","10866.046","11297.384","11599.488","12005.986","12594.509","12989.216","13946.354","14446.349","14343.262","15039.353"
"IMF.RES:WEO(4.0.0)","UZB.PPPPC.A","OBS_VALUE","Uzbekistan, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3074.725","3352.191","3673.597","4077.169","4461.392","4771.227","5085.358","5365.851","5768.397","6202.69","6634.075","7056.407","7413.922","7744.67","8058.262","8469.366","8372.248","9163.298"
"IMF.RES:WEO(4.0.0)","URY.PPPPC.A","OBS_VALUE","Uruguay","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","10796.754","11926.988","12777.178","13978.529","15250.887","15924.969","17281.042","18461.485","19392.0","20554.544","21505.257","21701.337","22193.45","22898.651","23611.196","24893.528","24814.452","28225.499"
"IMF.RES:WEO(4.0.0)","VEN.PPPPC.A","OBS_VALUE","Venezuela, República Bolivariana de","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","12195.554","13659.605","15232.895","16756.514","17710.636","16993.128","16695.002","17493.729","18551.879","18850.906","18176.005","16970.969","14169.523","12271.362","10622.181","8114.806","5728.73","6130.16"
"IMF.RES:WEO(4.0.0)","VUT.PPPPC.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1841.32","1954.846","2136.489","2206.72","2321.81","2356.171","2357.332","2425.718","2439.723","2436.705","2499.427","2474.944","2578.543","2727.789","2806.656","2879.233","2679.955","2667.364"
"IMF.RES:WEO(4.0.0)","WEO123.PPPPC.A","OBS_VALUE","Other Advanced Economies","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","29456.075","31446.809","33700.516","36075.71","37035.523","36593.148","38907.576","40718.36","42046.9","43542.532","45250.196","46347.624","47654.537","49717.773","51931.977","53932.81","54481.539","61298.302"
"IMF.RES:WEO(4.0.0)","YEM.PPPPC.A","OBS_VALUE","Yemen, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3184.979","3377.201","3488.562","3591.461","3681.822","3734.902","3953.451","3420.688","3305.73","3486.989","3441.784","2432.687","2167.421","2040.665","2050.514","2076.818","1879.653","1903.267"
"IMF.RES:WEO(4.0.0)","WSM.PPPPC.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","3769.601","4119.976","4309.957","4419.625","4633.778","4605.117","4743.381","4986.695","4848.074","4893.873","4982.72","5179.273","5597.522","5728.387","5728.879","5961.186","5923.682","5709.589"
"IMF.RES:WEO(4.0.0)","ZMB.PPPPC.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1859.681","1989.758","2138.046","2296.795","2434.52","2581.955","2783.4","2899.324","3074.49","3179.235","3278.362","3298.422","3348.456","3419.715","3468.844","3385.798","3179.265","3526.507"
"IMF.RES:WEO(4.0.0)","ZWE.PPPPC.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","2172.226","2056.724","2014.11","1993.349","1688.888","1808.571","2176.304","2512.216","2847.536","2874.793","2919.43","2937.466","2926.183","3070.167","2838.724","3251.507","3499.647","4182.605"
"IMF.RES:WEO(4.0.0)","ZAF.PPPPC.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","9487.631","10182.338","10952.147","11701.985","12142.636","11859.094","12187.402","12633.431","12965.711","13295.661","13495.807","13582.862","13599.946","13802.902","13434.461","13464.726","12789.212","13905.876"
"IMF.RES:WEO(4.0.0)","AFG.PPPPC.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","1106.324","1231.167","1282.947","1466.942","1522.173","1782.221","1900.285","1990.35","2218.278","2302.993","2319.876","2291.864","2303.472","2338.779","2436.006","2589.41","2588.961","2138.87"
"IMF.RES:WEO(4.0.0)","AND.PPPPC.A","OBS_VALUE","Andorra, Principality of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Annual","Units","","","","","","","50351.539","51767.771","50118.602","49017.199","50682.41","51045.855","52438.82","52353.114","54508.563","56682.724","51671.809","58458.65"
