Area,ISSCAAP,ASFIS Name,Location,Status
34,33,Serranidae,,M
34,33,Sparidae,"Guinea, Guinea-Bissau, Sierra Leone",M
34,33,Sparidae,,M
34,33,Sparidae,South,O
34,34,Conger conger,,O
34,34,Triglidae,,O
34,37,Brama brama,Mauritania,O
34,37,Carangidae,"Guinea, Guinea-Bissau",M
34,37,Carangidae,,O
34,37,Caranx hippos,,O
34,37,Caranx spp,Guinea-Bissau,M
34,37,Caranx spp,"Nigeria, Cameroon",O
34,37,Chloroscombrus chrysurus,,O
34,37,Decapterus spp,"Guinea, Liberia",
34,37,Pomatomus saltatrix,,O
34,37,Scomber colias,,M
34,37,Scomber colias,,M
34,37,Seriola spp,South,U
34,37,Trachurus trachurus,,M
34,37,Trachurus trecae,"Guinea, Guinea-Bissau",O
34,37,Trachurus trecae,"Ghana, Togo, Benin",M
34,37,Trachurus trecae,,
34,37,Trachurus trecae,,O
34,45,Aristeus spp,South,U
34,45,Aristeus spp,South,O
34,45,Aristeus spp,South,M
34,45,Aristeus varidens,Angola,M
34,45,Aristeus varidens,Mauritania,U
34,45,Aristeus varidens,South,M
34,45,Parapenaeus longirostris,Morocco,O
34,45,Parapenaeus longirostris,Mauritania,U
34,45,Parapenaeus longirostris,"Senegal, Gambia",U
34,45,Parapenaeus longirostris,"Guinea, Guinea-Bissau",M
34,45,Parapenaeus longirostris,South,O
34,45,Penaeus notalis,Guinea-Bissau,U
34,45,Penaeus notalis,Gabon,U
34,45,Penaeus notalis,Congo,M
34,45,Penaeus notialis,Mauritania,M
34,45,Penaeus notialis,Senegal Gambia,M
34,45,Penaeus notialis,South,O
34,45,,Cameroon,O
34,57,Loligo vulgaris,,O
34,57,Loligo vulgaris,,O
34,57,Octopus vulgaris,,M
34,57,Octopus vulgaris,,O
34,57,Octopus vulgaris,Senegal Gambia,O
34,57,Octopus vulgaris,Guinea-Bissau,M
34,57,Sepia officinalis,,O
34,57,Sepia spp,Guinea-Bissau,O
34,57,Sepia spp,Guinea,U
34,57,Sepia spp,"Senegal, Gambia",U
34,57,Sepia spp,,M
34,57,Sepia spp,,M
34,57,Sepia spp,South,O
34,58,Mollusca,,O
34,,Osteichthyes,,O
41,38,Mustelus schmitti,AUFZ,O
41,38,Callorhinchus callorynchus,Argentina,u
41,38,Galeorhinus galeus,AUFZ,
41,38,Rajidae,AUFZ,U/F
41,38,Rajidae,AUFZ,U/F
41,38,Squalus suckleyi,Argentina,
41,38,Squatina guggenheim,"AUFZ, Brazil",M/O
41,38,,Argentina,
41,36,Katsuwonus pelamis,All,U
41,36,Scomberomorus cavalla,Brazil,M
41,35,Sardinella brasiliensis,Brazil,o
41,35,Engraulis anchoita,Argentina,U
41,35,Engraulis anchoita,"Argentina, Uruguay",U
41,35,Brevoortia aurea,AUFZ,
41,32,Merluccius hubbsi,"Argentina, Uruguay",O
41,32,Merluccius hubbsi,Argentina,M
41,32,Merluccius hubbsi,Brazil,O
41,32,Macruronus magellanicus,"Argentina, Chile",M
41,32,Micromesistius australis,"Argentina, Mavinas",O
41,32,Salilota australis,"Argentina, Malvinas",M
41,32,"Macrourus spp, Macrourus holotrachys, Macrouridae",AUFZ,
41,32,Merluccius australis,All,O
41,31,Paralichthys patagonicus,AUFZ,U
41,33,Micropogonias furnieri,Brazil,O
41,33,Micropogonias furnieri,Brazil,O
41,33,Cynoscion acoupa,Brazil,o
41,33,Cynoscion acoupa,Brazil,M
41,33,Umbrina canosai,Brazil,O
41,33,Umbrina canosai,Brazil,O
41,33,Umbrina canosai,Brazil Argentina Uruguay,O
41,33,Lutjanus purpureus,Brazil,O
41,33,Macrodon ancylodon,Brazil,M/O
41,33,Macrodon ancylodon,Brazil,O
41,33,Macrodon ancylodon,"Brazil, Argentina, Uruguay",O
41,33,Pagrus pagrus,"Argentina, Uruguay",M
41,33,Percophis brasiliensis,"Argentina, Uruguay",M/O
41,33,Cynoscion striatus,Brazil,M
41,33,Micropogonias furnieri,AUCFZ,M
41,33,Cynoscion striatus,"Argentina, Uruguay",M
41,33,Lutjanus analis,Brazil,O
41,33,Lutjanus jocu,Brazil,M
41,33,Ocyurus chrysurus,Brazil,O
41,33,Epinephelus spp Mycteroperca spp,AUFZ,
41,33,Lutjanus synagris,Brazil,U
41,33,Pseudopercis semifasciata,AUFZ,
41,33,Pogonias cromis,AUFZ,o
41,33,Diplodus argenteus,AUFZ,M
41,33,Mugil liza,Brazil,O
41,33,Mycteroperca bonaci,Brazil,O
41,33,Epinephelus morio,Brazil,o
41,33,Menticirrhus americanus,AUFZ,
41,34,Genypterus blacodes,"Argentina, Mavinas",O
41,34,Lophius gastrophysus,All,M
41,34,Seriolella porosa,Argentina,u
41,34,Helicolenus dactylopterus,Uruguay,M
41,34,Dissostichus eleginoides,Southern,M
41,34,Conger orbignianus,AUFZ,o
41,34,Polyprion americanus,AUFZ,o
41,34,Prionotus punctatus,Brazil,M/O
41,34,Prionotus punctatus,Brazil,O
41,37,Scomber colias,All,U
41,37,Scomber colias,AUFZ,
41,37,Pomatomus saltatrix,AUFZ,u
41,37,Trachurus lathami,Argentina,M
41,37,Parona signata,AUFZ,o
41,37,Brama brama,Uruguay,M
41,42,Chaceon affinis,"Brazil, Uruguay",o
41,43,Panulirus argus,Brazil,O
41,44,Lithodes santolla,Argentina,M
41,45,Pleoticus muelleri,"Brazil, Argentina",M
41,45,Xiphopenaeus kroyeri,Brazil,u
41,45,Xiphopenaeus kroyeri,Brazil,M
41,45,Penaeus schmitti,Brazil,M
41,45,Penaeus schmitti,Brazil,M
41,45,Penaeus subtilis,Brazil,M
41,45,Penaeus subtilis,Brazil,M
41,45,Artemesia longinaris,"Brazil, Argentina",
41,45,,"Brazil, Uruguay",
41,57,Illex argentinus,South West Atlantic,M
41,57,Doryteuthis (Amerigo) gahi,All,M
41,55,Zygochlamys patagonica,Argentina,M
41,33,Netuma barba,AUFZ,
47,38,Mustelus mustelus,South Africa,M
47,38,Isurus oxyrinchus,South Africa,M
47,38,Prionace glauca,South Africa,M
47,38,Galeorhinus galeus,South Africa,O
47,38,Mustelus palumbes,South Africa,U
47,38,Squalus acutipinnis (megalops),South Africa,U
47,38,Callorhynchus capensis,South Africa,U
47,38,Dipturus pullopunctatus,South Africa,M
47,38,Rostroraja alba,South Africa,M
47,38,Leucoraja wallacei,South Africa,O
47,38,Raja miraletus/ocellifera,South Africa,O
47,38,Raja straelini,South Africa,O
47,38,Squalus mitsukurii,South Africa,O
47,36,Xiphias gladus,South Africa,O
47,35,Sardinops sagax,South Africa,M
47,35,Sardinops sagax,South Africa,M
47,35,Etrumeus whiteheadi,South Africa,M
47,35,Engraulis encrasicolus,South Africa,M
47,35,Sardinops sagax,Namibia,O
47,32,Merluccius paradoxus,South Africa,U
47,32,Merluccius capensis,South Africa,U
47,32,"Merluccius capensis, M. paradoxus",Namibia,O
47,32,Coelorinchus simorhynchus,South Africa,U
47,32,Merluccius polli,Angola,O
47,31,Austroglossus microlepis,Namibia,U
47,31,Austroglossus pectoralis,South Africa,M
47,33,Dentex macrophthalmus,Namibia,U
47,33,Argyrozona argyrozona,South Africa,M
47,33,Pachymetopon blochii,South Africa,M
47,33,Argyrosomus inodorus,South Africa,O
47,33,Atractoscion aequidens,South Africa,O
47,33,Cheimerius nufar,South Africa,O
47,33,Chelon richardsonii,South Africa,O
47,33,Dentex macrophthalmus,Angola,O
47,33,Pagellus bellottii,Angola,U
47,33,Pomadasys spp.,Angola,U
47,33,Chrysoblephus laticeps,South Africa,M
47,33,Umbrina canariensis,Angola,M
47,33,Pterogymnus laniarus,South Africa,M
47,33,Argyrosomus coronus,Angola,O
47,33,Dentex angolensis,Angola,O
47,33,Galeoides decadactylus,Angola,O
47,33,Rhabdosargus globiceps,South Africa,O
47,33,Brachydeuterus auritus,Angola,O
47,33,Pseudotolithus spp.,Angola,O
47,34,Lophius vomenirus,Namibia,U
47,34,Helicolenus dactylopterus,Namibia,U
47,34,Genypterus capensis,Namibia,U
47,34,Thyrsites atun,Namibia,U
47,34,Thyrsites atun,South Africa,U
47,34,"Chelidonichthys capensis (C. queketti, Trigla lyra)",Namibia,M
47,34,Chelidonichthys capensis,South Africa,U
47,34,Chelidonichthys queketti,South Africa,U
47,34,Emmelichthys nitidus,South Africa,U
47,34,Zeus capensis,South Africa,U
47,34,Genypterus capensis,South Africa,U
47,34,Lepidopus caudatus,South Africa,U
47,34,Lophius vomenirus,South Africa,U
47,34,Hoplostethus atlanticus,Namibia,O
47,37,Brama brama,Namibia,U
47,37,Seriola lalandi,South Africa,U
47,37,Trachurus capensis,Namibia,M
47,37,Trachurus capensis,South Africa,O
47,37,Brama brama,South Africa,U
47,37,Scomber japonicus,South Africa,U
47,37,Lichia amia,Angola,O
47,42,Chaceon maritae,Namibia,U
47,42,Chaceon maritae,Angola,O
47,43,Palinurus gilchristi,South Africa,M
47,43,Jasus lalandii,Namibia,O
47,43,Jasus lalandii,South Africa,O
47,45,Nematocarninus africanus,Angola,M
47,45,Parapenaeus longirostris,Angola,M
47,45,Aristeus varidens,Angola,O
47,52,Haliotis midae,South Africa,O
47,57,Todarodes angolensis,Namibia,U
47,57,Loligo reynaudii,South Africa,M
51,38,Elasmobranchii,Area 51,O
51,38,,India Gujarat & DD,M
51,38,,India Maharashtra,U
51,38,,India Karnataka,U
51,38,,India Kerala,O
51,38,,Pakistan Sindh/Baloc,O
51,38,Carcharhinus falciformis,Area 51,U
51,38,Carcharhinus spp,Area 51,O
51,38,,Area 51,O
51,38,,India Gujarat & DD,O
51,38,,India Maharashtra,M
51,38,,India Karnataka,U
51,38,Prionace glauca,Indian Ocean,U
51,38,Prionace glauca,Area 51,M
51,38,Selachimorpha (Pleurotremata),Area 51,O
51,38,Sphyrna lewini,Indian Ocean,O
51,38,,Area 51,M
51,38,,Area 51,O
51,38,Batoidea or Batoidimorpha (Hypotremata),Area 51,M
51,36,Katsuwonus pelamis,Indian Ocean,U
51,36,Thunnus albacares,Indian Ocean,M
51,36,Thunnus albacares,Iran Oman Sea,O
51,36,Thunnus albacares,Area 51,M
51,36,Auxis rochei,Area 51,U
51,36,Auxis thazard,Area 51,M
51,36,"Auxis thazard, A. rochei",India Maharashtra,M
51,36,"Auxis thazard, A. rochei",India Karnataka,U
51,36,"Auxis thazard, A. rochei",India Gujarat & DD,O
51,36,Euthynnus affinis,Indian Ocean,M
51,36,Scomberomorus commerson,Oman,O
51,36,Scomberomorus commerson,Saudi Arabia (AG),M
51,36,Scomberomorus commerson,Saudi Arabia (RS),M
51,36,Scomberomorus commerson,Qatar,U
51,36,Scomberomorus commerson,Mozambique,O
51,36,Gymnosarda unicolor,Area 51,O
51,36,Gymnosarda unicolor,Saudi Arabia (RS),M
51,36,Istiophorus platypterus,IOTC (Indian Ocean),M
51,36,Istiophoridae,Area 51,M
51,36,Istiophoridae,Area 51,O
51,36,Istiompax indica,Area 51,M
51,36,Kajikia audax,Indian Ocean,O
51,36,Kajikia audax,Area 51,O
51,36,Thunnus tonggol,Iran AG/Oman Sea,O
51,36,Thunnus tonggol,UAE,M
51,36,Xiphias gladius,Indian Ocean,U
51,36,Thunnus obesus,Indian Ocean,M
51,36,Thunnus maccoyii,Area 51,M
51,36,Scomberomorus guttatus,India Kerala,M
51,36,Scomberomorus guttatus,Indian Ocean,M
51,36,Scomberomorus spp,India Karnataka,M
51,36,Scomberomorus spp,India Kerala,M
51,36,Scomberomorus spp,India Gujarat & DD,U
51,36,Scomberomorus spp,India Maharashtra,U
51,36,Makaira nigricans,Indian Ocean,M
51,36,Makaira nigricans,IOTC (Indian Ocean),O
51,36,Sarda orientalis,Area 51,M
51,36,Scomberomorus spp,Area 51,O
51,36,Acanthocybium solandri,Area 51,M
51,35,Clupeoids nei,India Gujarat & DD,U
51,35,Clupeoids nei,South Africa,O
51,35,Clupeoids nei,India Goa,O
51,35,Clupeoids nei,India Karnataka,O
51,35,Sardinella longiceps,India Karnataka,M
51,35,Sardinella longiceps,India Kerala,U
51,35,Sardinella longiceps,India Maharashtra,O
51,35,Sardinella longiceps,India Goa,O
51,35,Sardinella longiceps,Oman,U
51,35,Sardinella longiceps,Oman,U
51,35,Sardinella spp,Area 51,U
51,35,Sardinella spp,India Goa,U
51,35,Sardinella spp,India Kerala,U
51,35,Sardinella spp,India Maharashtra,O
51,35,Sardinella spp,India Karnataka,O
51,35,Stolephorus spp,India Maharashtra,M
51,35,Stolephorus spp,India Karnataka,U
51,35,Stolephorus spp,India Kerala,O
51,35,Stolephorus spp,Area 51,M
51,35,Spratelloides gracilis,Tanzania,M
51,35,Stolephorus commersonnii,Tanzania,O
51,35,,Pakistan Sindh/Baloc,O
51,35,Sardinella albella,Mozambique,M
51,35,Sardinella gibbosa,Mozambique,U
51,35,,India Maharashtra,M
51,35,,Tanzania,M
51,35,Encrasicholina punctifer,Tanzania,M
51,35,Thryssa vitrirostris,Mozambique,O
51,35,,India Maharashtra,O
51,35,,India Gujarat & DD,O
51,32,Bregmaceros mcclellandi,Area 51,O
51,31,Pleuronectiformes,Area 51,M
51,31,Psettodes erumei,Area 51,M
51,31,Cynoglossidae,India Karnataka,U
51,31,Cynoglossidae,India Kerala,U
51,31,Cynoglossidae,India Gujarat & DD,O
51,31,Cynoglossidae,India Maharashtra,O
51,31,Cynoglossidae,Area 51,O
51,31,Bothus pantherinus,Area 51,U
51,13,Osteichthyes,Area 51,M
51,24,Tenualosa ilisha,India Gujarat & DD,M
51,24,Tenualosa ilisha,India Maharashtra,M
51,24,Tenualosa ilisha,Area 51,O
51,24,Hilsa kelee,Mozambique,O
51,24,Pellona ditchela,Kenya,U
51,24,Pellona ditchela,Mozambique,O
51,25,Chanos chanos,,M
51,25,Chanos chanos,Area 51,M
51,33,Chirocentrus spp,India Gujarat & DD,O
51,33,Epinephelus chlorostigma,Seychelles,U
51,33,Carangidae,India Maharashtra,M
51,33,Epinephelus chlorostigma,Area 51,M
51,33,Carangidae,India Goa,U
51,33,Lethrinidae,Seychelles,M
51,33,Carangidae,India Kerala,U
51,33,Lethrinus microdon,Iran Sistan/ Baluchestan Province,O
51,33,Carangidae,India Maharashtra,O
51,33,Lethrinus microdon,Qatar,O
51,33,Carangidae,India Karnataka,O
51,33,Lutjanus johni,Iran Sistan/ Baluchestan Province,M
51,33,Carangidae,India Kerala,O
51,33,Lutjanus johnii,Area 51,U
51,33,Epinephelus coioides,Saudi Arabia (AG),M
51,33,Lutjanus malabaricus,Iran Sistan/ Baluchestan Province,M
51,33,Epinephelus coioides,Oman,M
51,33,Lutjanus malabaricus,Qatar,M
51,33,Epinephelus coioides,Qatar,O
51,33,Lutjanus sebae,Seychelles,M
51,33,Harpadon nehereus,India Gujarat & DD,M
51,33,Nemipterus spp,India Gujarat & DD,O
51,33,Harpadon nehereus,India Maharashtra,U
51,33,Nemipteridae,Area 51,M
51,33,Leiognathus spp,India Karnataka,M
51,33,Platycephalus indicus,Iran Sistan/ Baluchestan Province,M
51,33,Leiognathus spp,India Maharashtra,M
51,33,Platycephalus indicus,Area 51,U
51,33,Leiognathus spp,India Kerala,U
51,33,Saurida spp,India Karnataka,U
51,33,Lethrinus lentjan,Area 51,M
51,33,Saurida spp,India Goa,U
51,33,Lethrinus lentjan,Saudi Arabia (AG),M
51,33,Saurida spp,India Gujarat & DD,O
51,33,Lethrinus lentjan,Saudi Arabia (RS),O
51,33,Saurida spp,India Maharashtra,O
51,33,Lethrinus lentjan,Kenya,O
51,33,Saurida tumbil,Iran Sistan/ Baluchestan Province,O
51,33,Epinephelus spp,India Karnataka,M
51,33,Saurida tumbil,Pakistan,M
51,33,Epinephelus spp,India Kerala,U
51,33,Sciaenidae,India Goa,U
51,33,Epinephelus spp,Area 51,O
51,33,Sciaenidae,India Kerala,U
51,33,Epinephelus spp,Pakistan Sindh/Baloc,O
51,33,Sciaenidae,Pakistan Sindh/Baloc,O
51,33,Epinephelus spp,Area 51,M
51,33,Serranidae,Seychelles,U
51,33,,Pakistan Sindh/Baloc,O
51,33,Serranidae,Area 51,O
51,33,Plicofollis dussumieri,Mozambique,M
51,33,Pampus chinensis,India Maharashtra,M
51,33,Pampus chinensis,India Kerala,U
51,33,Pampus chinensis,India Gujarat & DD,O
51,33,Pampus chinensis,India Karnataka,O
51,33,Pampus argenteus,Iran Sistan/ Baluchestan Province,O
51,33,Pampus argenteus,Area 51,M
51,33,Parastromateus niger,Iran Sistan/ Baluchestan Province,M
51,33,Parastromateus niger,Area 51,M
51,33,Pomadasys kaakan,Iran Sistan/ Baluchestan Province,O
51,33,Pomadasys kaakan,Area 51,U
51,33,Rhabdosargus sarba,Iran Sistan/ Baluchestan Province,O
51,33,Rhabdosargus sarba,UAE,M
51,33,,India Gujarat & DD,O
51,33,,India Maharashtra,O
51,33,,India Karnataka,O
51,33,,India Kerala,O
51,33,Percoidei,Area 51,M
51,33,,Pakistan Sindh/Baloc,O
51,33,Lutjanus spp,Area 51,M
51,33,Otolithes ruber,Iran Sistan/ Baluchestan Province,O
51,33,Otolithes ruber,Kenya,O
51,33,Pomadasys spp,Pakistan Sindh/Baloc,O
51,33,Pomadasys stridens,Area 51,O
51,33,Pomadasys commersonnii,Oman,M
51,33,Pomadasys maculatus,Kenya,O
51,33,,Seychelles,U
51,33,Siganus javus,Area 51,M
51,33,Siganus canaliculatus,Oman,M
51,33,Siganus canaliculatus,Qatar,U
51,33,Siganus canaliculatus,UAE,M
51,33,Siganus rivulatus,Saudi Arabia (RS),O
51,33,Siganus rivulatus,Egypt,O
51,33,Siganus sutor,Kenya,O
51,33,Siganus sutor,Tanzania,O
51,33,Siganus spp,Area 51,U
51,33,,India Goa,M
51,33,,India Kerala,M
51,33,,India Goa,U
51,33,,India Karnataka,U
51,33,Trachinotus mookalee,Iran Sistan/ Baluchestan Province,O
51,33,Trichiurus lepturus,Iran AG/Oman Sea,M
51,33,Trachinotus blochii,Area 51,M
51,33,Epinephelus coioides,UAE,M
51,33,Bolbometopon muricatum,Area 51,M
51,33,Chrysoblephus puniceus,South Africa,U
51,33,Chrysoblephus puniceus,Mozambique,M
51,33,Drepane punctata,Area 51,M
51,33,Epinephelus bleekeri,Qatar,U
51,33,Epinephelus bleekeri,UAE,O
51,33,Epinephelus multinotatus,Area 51,M
51,33,Diagramma pictum,Qatar,M
51,33,Diagramma pictum,UAE,O
51,33,Epinephelus areolatus,Saudi Arabia (AG),M
51,33,Epinephelus areolatus,Oman,M
51,33,Epinephelus diacanthus,Oman,M
51,33,Epinephelus diacanthus,India Northwest,O
51,33,Epinephelus morrhua,Area 51,M
51,33,Epinephelus summana,Area 51,M
51,33,Epinephelus tauvina,Area 51,M
51,33,Epinephelus polylepis,Qatar,M
51,33,Epinephelus fuscoguttatus,Area 51,O
51,33,Epinephelus fasciatus,Reunion,M
51,33,Epinephelus coeruleopunctatus,Area 51,M
51,33,Epinephelus radiatus,Reunion,M
51,33,Epinepheus albomarginatus,Mozambique,O
51,33,Leiognathidae,Area 51,O
51,33,Hipposcarus harid,Saudi Arabia (RS),O
51,33,Haemulidae (=Pomadasyidae),Area 51,M
51,33,Grammoplites suppositus,India Southwest,U
51,33,Lepturocanthus savala,Pakistan,O
51,33,Crenimugil seheli,Qatar,U
51,33,Lethrinus harak,Area 51,M
51,33,Lethrinus harak,Kenya,O
51,33,Lethrinus borbonicus,Tanzania,O
51,33,Lethrinus borbonicus,UAE,O
51,33,Lethrinus mahsena,Saudi Arabia (RS),M
51,33,Lethrinus mahsena,Kenya,O
51,33,Lethrinus mahsena,Tanzania,O
51,33,Lethrinus nebulosus,UAE,M
51,33,Lethrinus nebulosus,Oman,M
51,33,Lethrinus nebulosus,Mozambique,M
51,33,Lethrinus nebulosus,Qatar,M
51,33,Lethrinus rubrioperculatus,Reunion,M
51,33,Lethrinus obsoletus,Area 51,U
51,33,Lethrinus spp,Area 51,U
51,33,Lethrinus xanthochilus,Area 51,M
51,33,Lutjanidae,Area 51,U
51,34,Lutjanidae,Seychelles,M
51,33,Lutjanus gibbus,Area 51,O
51,33,Lutjanus fulviflamma,Qatar,M
51,33,Lutjanus fulviflamma,Tanzania,M
51,33,Lutjanus fulviflamma,Kenya,U
51,33,Lutjanus coeruleolineatus,Oman,M
51,33,Lutjanus bohar,Saudi Arabia (RS),M
51,33,Lutjanus kasmira,Reunion,O
51,33,Lutjanus kasmira,Area 51,M
51,33,Lutjanus notatus,Reunion,O
51,33,Lutjanus quinquelineatus,Area 51,M
51,33,Lutjanus sanguineus,Mozambique,M
51,33,Planiliza klunzingeri,Area 51,O
51,33,Planiliza subviridis,Iraq,U
51,33,Rhabdosargus haffara,Saudi Arabia (AG),M
51,33,Crenimugil seheli,UAE,M
51,33,Polysteganus coeruleopunctatus,Mozambique,O
51,33,Sparidentex hasta,Area 51,U
51,33,Plectorhinchus sordidus,Qatar,U
51,33,Plectorhinchus sordidus,Area 51,M
51,33,Scarus ghobban,Qatar,M
51,33,Scarus ghobban,Kenya,M
51,33,Scarus niger,Tanzania,O
51,33,Scarus persicus,Area 51,M
51,33,Variola louti,Saudi Arabia (RS),M
51,33,Variola louti,Reunion,M
51,33,Variola albimarginata,Reunion,M
51,33,Upeneus spp,Area 51,M
51,33,Upeneus vittatus,Kenya,M
51,33,Upeneus moluccensis,India Northwest,U
51,33,Mulloidichthys flavolineatus,Area 51,M
51,33,Mullidae,Area 51,U
51,33,Plectorhinchus schotaf,Oman,M
51,33,Plectorhinchus pictus,Area 51,O
51,33,Parupeneus margaritatus,Qatar,U
51,33,Sargocentron spiniferum,Area 51,M
51,33,Plectorhinchus gaterinus,Area 51,O
51,33,Pelates quadrilineatus,Area 51,O
51,33,Parascolopsis aspinosa,Pakistan,O
51,33,Naso unicornis,Area 51,O
51,33,Scolopsis bimaculata,Kenya,M
51,33,Scolopsis taeniata,Area 51,M
51,33,Sillaginidae,Area 51,O
51,33,Sillago sihama,Area 51,M
51,33,Pomacanthus maculosus,Area 51,M
51,33,Pennahia aneus,Area 51,M
51,33,Monotaxis grandoculis,Area 51,M
51,33,Muraenesox spp,Area 51,O
51,33,Mugil spp,Area 51,M
51,33,Netuma thalassina,Area 51,M
51,33,Plectorhinchus spp,Area 51,M
51,33,Tylosurus crocodilus,Area 51,M
51,34,Aprion virescens / Pristipomoides filamentosus / Aphareus rutilans,Seychelles,M
51,34,Beryx splendens,SIOFA,O
51,34,Beryx decadactylus,Reunion,M
51,34,Eleutheronema tetradactylum,Iran Sistan/ Baluchestan Province,M
51,34,Eleutheronema tetradactylum,Area 51,M
51,34,Trichiurudae,India Maharashtra,M
51,34,Trichiurudae,India Goa,M
51,34,Trichiurudae,India Karnataka,M
51,34,Trichiurudae,India Kerala,M
51,34,Trichiurudae,India Gujarat & DD,O
51,34,Trichiurus spp,Area 51,M
51,34,Trichiurus spp,Pakistan Sindh/Baloc,O
51,34,Sparidae / Lethrinus spp,Pakistan Sindh/Baloc,O
51,34,,India Maharashtra,O
51,34,Nemipterus spp,India Karnataka,O
51,34,Nemipterus spp,Pakistan Sindh/Baloc,O
51,34,Nemipterus japonicus,Pakistan,O
51,34,Nemipterus randalli,Pakistan,O
51,34,,Pakistan Sindh/Baloc,O
51,34,,Seychelles,O
51,34,Aphareus rutilans,Saudi Arabia (RS),M
51,34,Aphareus rutilans,Reunion,M
51,34,Cheimerius nufar,UAE,U
51,34,Cheimerius nufar,Oman,M
51,34,Cheimerius nufar,Mozambique,O
51,34,Gerres longirostris,Qatar,U
51,34,Gerres longirostris,UAE,M
51,34,Muraenesox bagio,India Northwest,M
51,34,Muraenesox bagio,India Southwest,U
51,34,Acanthopagrus latus,Area 51,U
51,34,Acanthopagrus latus,Qatar,U
51,34,Acanthopagrus bifasciatus,Qatar,U
51,34,,Area 51,M
51,34,Argyrops spinifer,Area 51,M
51,34,Nemipterus bipunctatus,Qatar,U
51,34,Acanthopagrus berda,Area 51,U
51,34,Cephalopholis argus,Area 51,M
51,34,Cephalopholis aurantia,Reunion,O
51,34,Cephalopholis hemistiktos,Area 51,U
51,34,Cephalopholis miniata,Area 51,M
51,34,Leptoscarus vaigiensis,Tanzania,M
51,34,Leptoscarus vaigiensis,Kenya,O
51,34,Plectropomus areolatus,Area 51,M
51,34,Saudi Arabia (RS),Saudi Arabia (RS),M
51,34,Plectropomus pessuliferus,Area 51,M
51,34,Plectropomus pessuliferus,Saudi Arabia (RS),M
51,34,Aethaloperca rogaa,Area 51,M
51,34,Aprion virescens,Reunion,O
51,34,Pristipomoides argyrogrammicus,Reunion,O
51,34,Pristipomoides filamentosus,Mozambique,M
51,34,Pristipomoides filamentosus,Reunion,O
51,34,Pristipomoides multidens,Reunion,M
51,34,Etelis carbunculus,Reunion,O
51,34,Etelis coruscans,Reunion,O
51,34,Acanthurus sohal,Area 51,M
51,34,Gerres oyena,Area 51,U
51,34,Gerres spp,Area 51,M
51,34,,Area 51,M
51,34,Polynemidae,Area 51,O
51,34,Priacanthus hamrur,India Southwest,U
51,34,Priacanthus hamrur,India Northwest,U
51,34,Protonibea diacanthus,Iran Sistan/ Baluchestan Province,O
51,37,Rastrelliger kanagurta,India Kerala,U
51,37,Rastrelliger kanagurta,India Karnataka,O
51,37,Rastrelliger kanagurta,India Maharashtra,O
