"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.RES:WEO(4.0.0)","PNG.TXG_RPCH.A","OBS_VALUE","Papua New Guinea","Exports of goods, Volume, Percent change","Annual","Units","-6.757","12.361","-7.404","1.928","2.757","-12.875","3.744","-2.212","-3.461","1.986","109.043","36.353","-3.496","22.749","-7.619","9.669","0.052","7.503"
"IMF.RES:WEO(4.0.0)","POL.TXG_RPCH.A","OBS_VALUE","Poland, Republic of","Exports of goods, Volume, Percent change","Annual","Units","4.775","9.97","15.373","10.058","7.051","-5.935","12.458","7.69","3.971","5.068","5.514","6.589","9.005","9.046","6.759","5.337","-1.088","12.335"
"IMF.RES:WEO(4.0.0)","PRT.TXG_RPCH.A","OBS_VALUE","Portugal","Exports of goods, Volume, Percent change","Annual","Units","4.824","-5.397","9.667","10.462","-0.758","-18.292","1.821","10.526","-2.408","10.599","4.294","4.81","2.057","6.137","3.385","3.627","-11.57","10.601"
"IMF.RES:WEO(4.0.0)","PRY.TXG_RPCH.A","OBS_VALUE","Paraguay","Exports of goods, Volume, Percent change","Annual","Units","15.712","6.616","14.874","19.803","20.482","-22.578","29.598","15.483","-11.385","15.196","-7.727","-14.973","1.458","9.025","-0.497","-11.67","-11.972","2.386"
"IMF.RES:WEO(4.0.0)","ROU.TXG_RPCH.A","OBS_VALUE","Romania","Exports of goods, Volume, Percent change","Annual","Units","14.938","13.509","9.948","40.368","16.064","-2.158","24.937","13.424","0.878","15.818","8.52","5.257","17.735","8.474","4.468","1.735","-7.665","11.531"
"IMF.RES:WEO(4.0.0)","RUS.TXG_RPCH.A","OBS_VALUE","Russian Federation","Exports of goods, Volume, Percent change","Annual","Units","10.5","4.7","4.9","4.675","0.85","-2.525","8.925","-4.45","-0.75","4.15","-0.15","6.35","2.55","3.05","4.2","-3.0","-1.5","-1.75"
"IMF.RES:WEO(4.0.0)","RWA.TXG_RPCH.A","OBS_VALUE","Rwanda","Exports of goods, Volume, Percent change","Annual","Units","28.25","13.494","12.501","-0.147","21.75","-20.183","11.687","19.794","21.238","9.609","8.551","-3.767","9.81","29.573","7.37","-5.143","-15.321","32.27"
"IMF.RES:WEO(4.0.0)","SDN.TXG_RPCH.A","OBS_VALUE","Sudan","Exports of goods, Volume, Percent change","Annual","Units","14.569","-7.798","-0.861","40.613","-3.913","4.196","5.889","-33.65","-65.034","47.784","-8.225","-0.785","-1.483","11.884","-17.556","1.494","-13.821","20.862"
"IMF.RES:WEO(4.0.0)","SLE.TXG_RPCH.A","OBS_VALUE","Sierra Leone","Exports of goods, Volume, Percent change","Annual","Units","-9.489","-1.263","26.506","-5.541","-15.58","24.946","33.991","-13.972","159.714","55.516","1.975","-33.863","20.234","-9.465","-6.063","-4.02","-8.76","79.268"
"IMF.RES:WEO(4.0.0)","SLV.TXG_RPCH.A","OBS_VALUE","El Salvador","Exports of goods, Volume, Percent change","Annual","Units","7.597","29.697","16.574","18.423","6.282","-9.296","13.993","10.289","-3.1","2.924","-1.681","3.075","-1.001","6.013","-1.651","1.418","-17.392","24.66"
"IMF.RES:WEO(4.0.0)","SRB.TXG_RPCH.A","OBS_VALUE","Serbia, Republic of","Exports of goods, Volume, Percent change","Annual","Units","5.726","14.442","4.919","17.205","4.218","-8.816","16.825","3.646","-0.836","21.909","1.668","9.614","12.662","8.47","5.699","8.449","-2.447","14.689"
"IMF.RES:WEO(4.0.0)","SUR.TXG_RPCH.A","OBS_VALUE","Suriname","Exports of goods, Volume, Percent change","Annual","Units","-10.214","31.765","-10.348","-10.222","13.783","-10.449","18.367","2.361","0.87","0.514","-4.302","-8.755","-16.361","33.442","0.595","-3.187","-8.424","-11.917"
"IMF.RES:WEO(4.0.0)","SVN.TXG_RPCH.A","OBS_VALUE","Slovenia, Republic of","Exports of goods, Volume, Percent change","Annual","Units","13.921","12.071","15.697","13.956","1.875","-17.04","12.197","7.798","0.629","3.026","5.99","6.046","6.103","11.032","5.748","4.458","-5.53","13.378"
"IMF.RES:WEO(4.0.0)","TGO.TXG_RPCH.A","OBS_VALUE","Togo","Exports of goods, Volume, Percent change","Annual","Units","-8.497","0.518","-4.28","-8.096","0.583","29.568","-0.949","4.347","12.424","17.848","-10.649","-11.615","5.867","-0.265","-1.896","3.76","18.809","-10.205"
"IMF.RES:WEO(4.0.0)","SYR.TXG_RPCH.A","OBS_VALUE","Syrian Arab Republic","Exports of goods, Volume, Percent change","Annual","Units","8.117","10.493","3.482","3.596","10.511","-16.819","18.283","","","","","","","","","","",""
"IMF.RES:WEO(4.0.0)","SYC.TXG_RPCH.A","OBS_VALUE","Seychelles","Exports of goods, Volume, Percent change","Annual","Units","-9.872","-6.789","-1.879","-3.381","-4.747","10.403","-26.59","10.296","33.308","-9.54","-11.856","14.848","-11.195","12.65","-7.872","-7.705","18.195","-15.594"
"IMF.RES:WEO(4.0.0)","TCD.TXG_RPCH.A","OBS_VALUE","Chad","Exports of goods, Volume, Percent change","Annual","Units","224.805","34.094","-5.699","-5.028","-9.215","-8.833","-0.742","-1.843","-8.318","-14.616","5.54","38.503","-14.22","-11.392","13.518","12.688","-0.592","-1.97"
"IMF.RES:WEO(4.0.0)","TKM.TXG_RPCH.A","OBS_VALUE","Turkmenistan","Exports of goods, Volume, Percent change","Annual","Units","-0.692","6.131","2.951","9.226","-8.33","-46.159","24.486","27.606","13.644","2.378","10.48","-7.937","-5.418","-14.145","15.546","-12.517","-9.658","21.532"
"IMF.RES:WEO(4.0.0)","TUR.TXG_RPCH.A","OBS_VALUE","Türkiye, Republic of","Exports of goods, Volume, Percent change","Annual","Units","10.099","9.278","10.278","10.046","2.193","-6.815","5.0","11.412","14.247","-3.427","3.974","3.306","3.3","8.519","4.906","6.548","-5.507","21.368"
"IMF.RES:WEO(4.0.0)","UKR.TXG_RPCH.A","OBS_VALUE","Ukraine","Exports of goods, Volume, Percent change","Annual","Units","18.198","-8.52","2.651","3.173","2.282","-24.226","9.293","6.162","1.441","-14.653","-10.592","-11.55","-3.371","7.885","1.895","6.442","11.285","35.09"
"IMF.RES:WEO(4.0.0)","USA.TXG_RPCH.A","OBS_VALUE","United States","Exports of goods, Volume, Percent change","Annual","Units","8.992","7.618","10.062","6.996","5.871","-11.862","15.182","7.469","3.954","2.932","4.472","-0.334","0.647","4.136","4.233","0.172","-10.052","7.697"
"IMF.RES:WEO(4.0.0)","VEN.TXG_RPCH.A","OBS_VALUE","Venezuela, República Bolivariana de","Exports of goods, Volume, Percent change","Annual","Units","13.286","3.1","-3.29","-8.334","-1.097","-14.18","-12.891","4.597","0.658","-6.713","-4.524","-0.863","-11.729","-0.044","-10.8","-11.5","-65.593","-33.714"
"IMF.RES:WEO(4.0.0)","VCT.TXG_RPCH.A","OBS_VALUE","St. Vincent and the Grenadines","Exports of goods, Volume, Percent change","Annual","Units","","","","","","","","","","","","7.074","7.91","-8.037","-0.086","-0.531","28.34","-45.231"
"IMF.RES:WEO(4.0.0)","YEM.TXG_RPCH.A","OBS_VALUE","Yemen, Republic of","Exports of goods, Volume, Percent change","Annual","Units","-6.189","-0.935","-4.456","-12.83","-4.284","-3.034","-0.201","-14.006","-14.734","0.205","0.631","-55.692","-57.287","83.816","-19.391","2.454","13.976","-1.361"
"IMF.RES:WEO(4.0.0)","WEO123.TXG_RPCH.A","OBS_VALUE","Other Advanced Economies","Exports of goods, Volume, Percent change","Annual","Units","14.32","8.239","9.093","7.48","3.823","-7.767","15.388","7.592","4.2","4.996","1.142","0.885","1.262","4.609","2.73","-0.618","-1.454","11.377"
"IMF.RES:WEO(4.0.0)","ZMB.TXG_RPCH.A","OBS_VALUE","Zambia","Exports of goods, Volume, Percent change","Annual","Units","16.95","6.293","6.303","3.096","8.633","19.055","19.46","1.292","28.083","23.151","-3.996","-11.393","-5.156","3.979","5.371","-11.721","9.211","-1.47"
"IMF.RES:WEO(4.0.0)","ZWE.TXG_RPCH.A","OBS_VALUE","Zimbabwe","Exports of goods, Volume, Percent change","Annual","Units","-8.323","-9.354","-2.504","-7.859","-39.717","-6.36","62.127","27.285","-13.063","-0.786","0.932","3.187","5.025","-28.202","3.889","-2.985","-26.277","21.623"
"IMF.RES:WEO(4.0.0)","ZAF.TXG_RPCH.A","OBS_VALUE","South Africa","Exports of goods, Volume, Percent change","Annual","Units","4.158","8.802","6.987","7.459","2.036","-18.517","8.702","3.456","0.106","3.645","3.193","3.304","-0.607","0.534","3.658","-3.381","-6.33","11.923"
"IMF.RES:WEO(4.0.0)","AFG.TXG_RPCH.A","OBS_VALUE","Afghanistan, Islamic Republic of","Exports of goods, Volume, Percent change","Annual","Units","-29.688","13.43","-32.39","36.241","51.104","-21.282","-2.105","-9.939","10.366","5.197","35.436","15.431","12.188","17.858","2.3","2.14","-16.606",""
"IMF.RES:WEO(4.0.0)","ARE.TXG_RPCH.A","OBS_VALUE","United Arab Emirates","Exports of goods, Volume, Percent change","Annual","Units","20.327","14.311","11.604","15.586","17.863","-11.648","3.265","18.864","17.809","8.21","-4.244","1.544","3.981","0.553","-4.631","-1.353","-8.336","-1.021"
"IMF.RES:WEO(4.0.0)","ARG.TXG_RPCH.A","OBS_VALUE","Argentina","Exports of goods, Volume, Percent change","Annual","Units","-0.218","11.596","4.405","5.979","-0.853","-10.673","13.821","2.167","-5.807","-3.587","-7.779","-1.636","6.677","-0.164","-0.653","12.363","-12.841","12.673"
"IMF.RES:WEO(4.0.0)","ATG.TXG_RPCH.A","OBS_VALUE","Antigua and Barbuda","Exports of goods, Volume, Percent change","Annual","Units","","","","","","","","","","","","-20.591","-23.737","-28.608","10.014","20.999","-24.771","20.631"
"IMF.RES:WEO(4.0.0)","AUT.TXG_RPCH.A","OBS_VALUE","Austria","Exports of goods, Volume, Percent change","Annual","Units","10.605","6.054","7.929","8.415","0.876","-16.637","18.357","6.289","0.883","-0.804","2.883","3.136","2.854","4.903","4.792","3.554","-7.702","12.273"
"IMF.RES:WEO(4.0.0)","BEL.TXG_RPCH.A","OBS_VALUE","Belgium","Exports of goods, Volume, Percent change","Annual","Units","6.993","4.276","4.437","4.669","-2.196","-10.799","8.248","4.289","-1.449","2.465","1.796","1.283","3.2","1.195","0.152","-1.386","-7.773","13.773"
"IMF.RES:WEO(4.0.0)","BHR.TXG_RPCH.A","OBS_VALUE","Bahrain, Kingdom of","Exports of goods, Volume, Percent change","Annual","Units","-0.775","17.887","8.85","3.173","8.035","-18.343","2.572","21.656","12.829","1.503","-6.37","-12.738","-18.927","12.018","7.082","2.15","-11.423","47.555"
"IMF.RES:WEO(4.0.0)","BOL.TXG_RPCH.A","OBS_VALUE","Bolivia","Exports of goods, Volume, Percent change","Annual","Units","6.469","6.903","-9.949","-15.911","29.124","6.47","28.526","-25.99","25.81","0.0","7.843","-22.931","-15.072","8.794","4.977","2.179","-19.662","34.509"
"IMF.RES:WEO(4.0.0)","BRB.TXG_RPCH.A","OBS_VALUE","Barbados","Exports of goods, Volume, Percent change","Annual","Units","3.199","24.923","37.072","0.189","-15.571","-19.287","8.682","85.068","-4.108","-2.193","1.463","6.334","8.957","-4.38","-6.307","-0.265","-16.959","-5.743"
"IMF.RES:WEO(4.0.0)","CIV.TXG_RPCH.A","OBS_VALUE","Côte d'Ivoire","Exports of goods, Volume, Percent change","Annual","Units","18.245","4.416","1.151","-11.148","-4.608","11.054","-7.723","2.175","7.125","3.567","12.552","-2.681","-7.381","13.513","-2.252","16.67","-2.355","10.205"
"IMF.RES:WEO(4.0.0)","COG.TXG_RPCH.A","OBS_VALUE","Congo, Republic of","Exports of goods, Volume, Percent change","Annual","Units","-12.897","24.303","10.243","-16.14","-5.584","21.938","7.269","-3.328","-11.213","-8.302","3.434","-1.36","59.677","-4.622","-3.774","-10.648","-17.126","4.211"
"IMF.RES:WEO(4.0.0)","CRI.TXG_RPCH.A","OBS_VALUE","Costa Rica","Exports of goods, Volume, Percent change","Annual","Units","22.136","18.863","20.854","10.112","10.556","-4.152","3.589","6.243","6.99","-0.912","14.569","-0.975","9.282","14.258","6.888","3.019","-0.189","29.049"
"IMF.RES:WEO(4.0.0)","DJI.TXG_RPCH.A","OBS_VALUE","Djibouti","Exports of goods, Volume, Percent change","Annual","Units","-1.284","0.79","34.957","0.265","8.069","10.708","5.853","3.629","22.139","-0.997","11.12","-6.128","-33.124","81.53","10.658","12.956","-31.535","46.432"
"IMF.RES:WEO(4.0.0)","DOM.TXG_RPCH.A","OBS_VALUE","Dominican Republic","Exports of goods, Volume, Percent change","Annual","Units","7.104","0.03","0.273","8.84","-18.609","-26.786","95.954","10.456","7.769","10.524","10.405","3.987","4.461","1.769","3.69","1.482","-14.002","10.809"
"IMF.RES:WEO(4.0.0)","DZA.TXG_RPCH.A","OBS_VALUE","Algeria","Exports of goods, Volume, Percent change","Annual","Units","3.386","5.276","-2.356","-1.933","-3.264","-10.312","-2.883","-3.815","-4.004","-6.89","0.474","1.755","7.883","2.628","-6.888","-4.463","-9.322","23.775"
"IMF.RES:WEO(4.0.0)","ECU.TXG_RPCH.A","OBS_VALUE","Ecuador","Exports of goods, Volume, Percent change","Annual","Units","15.364","8.27","5.355","-2.94","2.402","-0.937","-0.906","3.946","4.56","4.706","6.153","3.295","-1.273","2.552","0.071","8.022","5.592","7.081"
"IMF.RES:WEO(4.0.0)","EST.TXG_RPCH.A","OBS_VALUE","Estonia, Republic of","Exports of goods, Volume, Percent change","Annual","Units","18.28","26.724","14.865","16.612","-1.211","-23.901","34.852","32.634","2.725","2.733","1.939","-1.412","5.35","3.245","0.84","4.633","3.72","12.01"
"IMF.RES:WEO(4.0.0)","FRA.TXG_RPCH.A","OBS_VALUE","France","Exports of goods, Volume, Percent change","Annual","Units","4.846","4.042","6.968","1.154","-0.429","-12.249","9.595","5.81","1.697","1.537","1.779","4.35","1.576","5.546","3.92","1.938","-15.296","9.553"
"IMF.RES:WEO(4.0.0)","GHA.TXG_RPCH.A","OBS_VALUE","Ghana","Exports of goods, Volume, Percent change","Annual","Units","13.76","-0.285","11.567","3.612","8.04","-0.634","12.961","37.577","6.337","8.395","3.661","-8.665","5.004","31.564","1.241","5.121","-6.366","-10.303"
"IMF.RES:WEO(4.0.0)","GTM.TXG_RPCH.A","OBS_VALUE","Guatemala","Exports of goods, Volume, Percent change","Annual","Units","4.467","-1.383","4.659","9.584","-0.466","-1.821","5.799","2.9","1.951","5.975","6.927","2.838","2.359","1.49","-0.37","0.232","-7.526","10.208"
"IMF.RES:WEO(4.0.0)","HND.TXG_RPCH.A","OBS_VALUE","Honduras","Exports of goods, Volume, Percent change","Annual","Units","13.039","5.01","3.781","12.817","3.413","-13.505","9.542","17.648","19.115","-4.707","3.147","-0.174","2.105","10.591","-4.731","0.037","-3.288","10.707"
"IMF.RES:WEO(4.0.0)","GUY.TXG_RPCH.A","OBS_VALUE","Guyana","Exports of goods, Volume, Percent change","Annual","Units","-0.364","0.918","-1.566","1.161","-1.23","0.355","-0.234","0.452","-0.193","-0.535","0.087","0.396","-0.577","-0.24","0.352","3.502","186.382","47.088"
"IMF.RES:WEO(4.0.0)","HRV.TXG_RPCH.A","OBS_VALUE","Croatia, Republic of","Exports of goods, Volume, Percent change","Annual","Units","16.783","11.13","10.786","1.428","-2.473","-11.587","18.401","-0.228","-2.151","5.798","8.29","10.153","5.246","8.971","3.047","4.834","-2.867","17.397"
"IMF.RES:WEO(4.0.0)","HTI.TXG_RPCH.A","OBS_VALUE","Haiti","Exports of goods, Volume, Percent change","Annual","Units","6.494","16.534","5.487","2.327","-11.526","14.344","0.253","30.559","-1.596","21.672","5.544","9.832","3.748","-1.706","6.585","10.9","-23.891","19.8"
"IMF.RES:WEO(4.0.0)","HUN.TXG_RPCH.A","OBS_VALUE","Hungary","Exports of goods, Volume, Percent change","Annual","Units","18.359","11.3","12.639","11.908","-1.553","-16.946","9.497","0.755","-3.282","3.38","7.07","13.917","5.424","6.682","1.029","4.215","-1.052","0.464"
"IMF.RES:WEO(4.0.0)","IND.TXG_RPCH.A","OBS_VALUE","India","Exports of goods, Volume, Percent change","Annual","Units","15.147","11.52","10.262","17.872","1.788","-2.129","26.194","13.585","-0.128","6.784","5.562","-6.294","7.806","5.439","5.315","-4.597","-7.495","21.793"
"IMF.RES:WEO(4.0.0)","ISL.TXG_RPCH.A","OBS_VALUE","Iceland","Exports of goods, Volume, Percent change","Annual","Units","9.737","-1.613","-5.419","17.522","11.877","9.059","-4.476","2.695","3.44","3.768","2.758","3.186","3.72","1.092","3.852","-0.713","-7.157","7.521"
"IMF.RES:WEO(4.0.0)","JOR.TXG_RPCH.A","OBS_VALUE","Jordan","Exports of goods, Volume, Percent change","Annual","Units","12.525","-1.614","15.28","-2.789","2.206","-14.943","11.981","2.949","-7.658","7.474","3.652","-1.837","5.219","-2.264","-3.536","17.658","-3.205","7.32"
"IMF.RES:WEO(4.0.0)","ITA.TXG_RPCH.A","OBS_VALUE","Italy","Exports of goods, Volume, Percent change","Annual","Units","6.435","3.342","8.209","7.146","-1.769","-18.85","12.128","5.801","1.101","0.548","2.738","4.21","1.883","4.771","1.677","0.542","-9.424","13.773"
"IMF.RES:WEO(4.0.0)","JAM.TXG_RPCH.A","OBS_VALUE","Jamaica","Exports of goods, Volume, Percent change","Annual","Units","6.084","8.786","22.092","8.629","10.767","-32.25","-11.935","4.155","14.336","4.997","3.634","3.835","5.675","11.467","39.084","-11.184","-16.344","7.668"
"IMF.RES:WEO(4.0.0)","KAZ.TXG_RPCH.A","OBS_VALUE","Kazakhstan, Republic of","Exports of goods, Volume, Percent change","Annual","Units","36.095","29.701","10.405","15.406","7.262","0.471","2.793","15.481","1.115","2.719","-13.806","-7.095","1.195","14.596","3.192","5.816","-8.65","-1.293"
"IMF.RES:WEO(4.0.0)","KHM.TXG_RPCH.A","OBS_VALUE","Cambodia","Exports of goods, Volume, Percent change","Annual","Units","26.485","14.97","15.656","4.013","2.394","0.763","28.783","22.573","11.245","28.17","17.494","18.435","15.676","8.478","13.833","15.023","26.941","-1.196"
"IMF.RES:WEO(4.0.0)","KGZ.TXG_RPCH.A","OBS_VALUE","Kyrgyz Republic","Exports of goods, Volume, Percent change","Annual","Units","18.029","-8.984","17.232","17.205","18.824","-1.383","-5.537","8.668","25.197","14.424","-25.362","-15.247","-3.554","5.947","1.661","7.397","-10.079","15.472"
"IMF.RES:WEO(4.0.0)","KWT.TXG_RPCH.A","OBS_VALUE","Kuwait","Exports of goods, Volume, Percent change","Annual","Units","","","","","","","","21.887","11.325","-1.113","-2.534","-1.535","-0.318","-7.427","1.208","-3.372","-8.095","4.739"
"IMF.RES:WEO(4.0.0)","KOS.TXG_RPCH.A","OBS_VALUE","Kosovo, Republic of","Exports of goods, Volume, Percent change","Annual","Units","105.814","7.235","81.294","46.08","14.721","-15.146","73.479","1.423","-12.61","1.521","10.033","-2.909","-4.522","21.181","-1.857","4.038","21.669","51.611"
"IMF.RES:WEO(4.0.0)","LBN.TXG_RPCH.A","OBS_VALUE","Lebanon","Exports of goods, Volume, Percent change","Annual","Units","11.116","1.358","9.634","15.192","12.259","-7.323","-7.962","0.149","2.802","-4.364","-8.627","-3.206","-0.082","-0.244","-7.706","23.425","-21.825","3.375"
"IMF.RES:WEO(4.0.0)","LAO.TXG_RPCH.A","OBS_VALUE","Lao People's Democratic Republic","Exports of goods, Volume, Percent change","Annual","Units","4.621","14.064","20.741","5.173","15.36","6.9","16.547","27.348","8.019","8.252","27.331","-6.595","20.204","10.362","10.255","5.957","4.008","10.291"
"IMF.RES:WEO(4.0.0)","LBR.TXG_RPCH.A","OBS_VALUE","Liberia","Exports of goods, Volume, Percent change","Annual","Units","-20.095","5.746","-12.894","16.307","7.416","-15.708","-21.914","14.858","35.801","118.724","2.18","-8.509","-9.139","8.026","66.943","-10.139","-0.38","16.625"
"IMF.RES:WEO(4.0.0)","LKA.TXG_RPCH.A","OBS_VALUE","Sri Lanka","Exports of goods, Volume, Percent change","Annual","Units","7.7","-0.578","4.667","2.31","-2.271","-16.346","13.791","-11.016","-8.3","16.068","13.43","4.733","9.116","4.461","5.794","-2.245","-29.777","2.287"
"IMF.RES:WEO(4.0.0)","LSO.TXG_RPCH.A","OBS_VALUE","Lesotho, Kingdom of","Exports of goods, Volume, Percent change","Annual","Units","-2.105","10.5","19.237","11.06","3.813","-5.215","3.68","9.344","-2.183","-8.47","-3.007","14.768","8.008","9.1","0.573","-0.243","-20.245","15.157"
"IMF.RES:WEO(4.0.0)","LUX.TXG_RPCH.A","OBS_VALUE","Luxembourg","Exports of goods, Volume, Percent change","Annual","Units","6.501","-2.711","13.401","2.059","9.135","-19.531","27.048","13.779","-1.982","3.446","1.292","-4.203","0.493","5.728","0.54","1.429","-10.324","3.777"
"IMF.RES:WEO(4.0.0)","MDA.TXG_RPCH.A","OBS_VALUE","Moldova, Republic of","Exports of goods, Volume, Percent change","Annual","Units","17.0","8.0","-7.0","17.0","5.0","-7.0","17.0","34.0","1.0","13.0","2.0","1.0","7.7","12.5","6.2","6.7","-21.232","16.962"
"IMF.RES:WEO(4.0.0)","MAR.TXG_RPCH.A","OBS_VALUE","Morocco","Exports of goods, Volume, Percent change","Annual","Units","8.374","-4.799","1.625","11.814","-3.26","-6.425","24.608","1.591","13.021","10.434","-7.317","6.116","9.518","10.319","3.66","3.654","1.659","12.942"
"IMF.RES:WEO(4.0.0)","MLT.TXG_RPCH.A","OBS_VALUE","Malta","Exports of goods, Volume, Percent change","Annual","Units","-2.104","4.303","17.511","10.865","19.409","-21.223","25.902","10.551","10.378","-11.334","-10.525","1.784","-3.075","12.497","4.152","-1.8","-2.467","1.56"
"IMF.RES:WEO(4.0.0)","MLI.TXG_RPCH.A","OBS_VALUE","Mali","Exports of goods, Volume, Percent change","Annual","Units","-5.593","16.097","2.291","-8.013","-3.902","-9.501","-2.085","9.141","14.668","6.787","-2.998","31.849","-4.204","11.024","-0.766","3.98","-12.866","3.118"
"IMF.RES:WEO(4.0.0)","NAM.TXG_RPCH.A","OBS_VALUE","Namibia","Exports of goods, Volume, Percent change","Annual","Units","27.4","-1.197","17.564","1.906","9.181","-4.489","5.561","-6.904","2.282","-6.828","0.637","-11.287","9.513","14.115","6.263","-5.477","-18.505","2.978"
"IMF.RES:WEO(4.0.0)","NER.TXG_RPCH.A","OBS_VALUE","Niger","Exports of goods, Volume, Percent change","Annual","Units","0.332","11.208","5.688","9.77","7.711","24.311","19.455","3.26","8.749","12.202","-7.396","-10.549","-5.737","12.241","-5.79","-2.798","-0.656","-7.471"
"IMF.RES:WEO(4.0.0)","NGA.TXG_RPCH.A","OBS_VALUE","Nigeria","Exports of goods, Volume, Percent change","Annual","Units","3.192","-5.06","-2.905","4.755","-4.279","2.863","7.523","-9.905","-3.714","1.845","-5.856","4.103","-10.445","8.007","2.937","18.051","-19.278","-19.502"
"IMF.RES:WEO(4.0.0)","NLD.TXG_RPCH.A","OBS_VALUE","Netherlands, The","Exports of goods, Volume, Percent change","Annual","Units","10.127","6.057","8.203","5.127","0.702","-10.208","11.125","5.261","3.262","2.086","3.14","5.219","4.443","6.069","3.329","1.372","-2.216","8.743"
"IMF.RES:WEO(4.0.0)","PAK.TXG_RPCH.A","OBS_VALUE","Pakistan","Exports of goods, Volume, Percent change","Annual","Units","-5.453","14.46","6.987","-0.178","-0.102","-5.422","0.47","3.854","-2.901","11.633","8.034","7.932","-5.359","-3.878","8.42","-1.696","-1.0","2.798"
"IMF.RES:WEO(4.0.0)","NZL.TXG_RPCH.A","OBS_VALUE","New Zealand","Exports of goods, Volume, Percent change","Annual","Units","6.113","0.083","2.35","5.986","-1.071","3.819","4.942","1.934","4.428","0.886","2.584","3.861","1.586","1.704","2.667","2.666","-3.662","4.061"
"IMF.RES:WEO(4.0.0)","PLW.TXG_RPCH.A","OBS_VALUE","Palau, Republic of","Exports of goods, Volume, Percent change","Annual","Units","-14.233","56.289","21.748","-27.516","1.487","-34.164","24.82","0.459","9.569","-12.239","-6.561","-16.894","5.001","5.169","-2.861","-20.098","-59.646","-74.55"
"IMF.RES:WEO(4.0.0)","QAT.TXG_RPCH.A","OBS_VALUE","Qatar","Exports of goods, Volume, Percent change","Annual","Units","25.403","6.592","15.154","17.072","16.8","4.41","30.687","15.469","10.246","1.6","-0.105","-4.364","-4.922","-1.577","5.456","-0.554","-1.354","-0.635"
"IMF.RES:WEO(4.0.0)","SAU.TXG_RPCH.A","OBS_VALUE","Saudi Arabia","Exports of goods, Volume, Percent change","Annual","Units","9.814","6.149","-0.135","2.156","4.339","-9.818","7.291","10.038","5.395","1.604","1.953","2.701","4.262","-0.748","8.324","-6.425","-5.194","5.234"
"IMF.RES:WEO(4.0.0)","SGP.TXG_RPCH.A","OBS_VALUE","Singapore","Exports of goods, Volume, Percent change","Annual","Units","18.428","13.061","9.16","6.066","3.94","-9.24","18.877","7.887","-0.274","4.266","1.214","1.532","-1.415","6.806","4.35","-1.975","2.082","9.419"
"IMF.RES:WEO(4.0.0)","SEN.TXG_RPCH.A","OBS_VALUE","Senegal","Exports of goods, Volume, Percent change","Annual","Units","13.334","-2.702","-22.041","14.047","-5.131","25.483","-3.606","17.429","0.839","14.428","6.797","-1.423","6.107","13.259","12.529","13.241","-3.023","20.715"
"IMF.RES:WEO(4.0.0)","SLB.TXG_RPCH.A","OBS_VALUE","Solomon Islands","Exports of goods, Volume, Percent change","Annual","Units","21.025","5.996","0.244","12.347","19.123","-18.763","27.778","53.745","23.459","0.584","7.361","0.194","-8.021","17.372","10.953","-14.124","-16.884","-14.43"
"IMF.RES:WEO(4.0.0)","SVK.TXG_RPCH.A","OBS_VALUE","Slovak Republic","Exports of goods, Volume, Percent change","Annual","Units","23.843","13.789","25.927","14.497","3.986","-15.85","18.514","11.775","9.361","5.194","4.23","6.245","4.357","3.53","4.731","0.331","-4.808","11.339"
"IMF.RES:WEO(4.0.0)","STP.TXG_RPCH.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Exports of goods, Volume, Percent change","Annual","Units","-18.497","27.655","4.505","-30.518","-12.296","39.794","11.567","-14.691","56.66","-16.276","27.283","-29.822","25.039","23.406","5.296","-46.686","19.016","15.541"
"IMF.RES:WEO(4.0.0)","SWE.TXG_RPCH.A","OBS_VALUE","Sweden","Exports of goods, Volume, Percent change","Annual","Units","11.37","5.85","9.635","4.33","0.796","-19.281","14.923","8.819","-0.267","-2.94","3.228","1.842","2.645","5.342","4.659","4.315","-2.227","9.94"
"IMF.RES:WEO(4.0.0)","SWZ.TXG_RPCH.A","OBS_VALUE","Eswatini, Kingdom of","Exports of goods, Volume, Percent change","Annual","Units","-11.115","-18.215","2.255","4.229","-3.687","-4.377","7.084","-18.971","9.395","6.23","7.317","-0.688","4.575","1.436","0.769","16.283","-2.401","8.831"
"IMF.RES:WEO(4.0.0)","THA.TXG_RPCH.A","OBS_VALUE","Thailand","Exports of goods, Volume, Percent change","Annual","Units","14.42","7.481","11.176","11.756","4.832","-13.738","16.69","8.724","2.228","0.37","0.946","-1.845","0.402","5.638","3.925","-3.667","-5.814","15.472"
"IMF.RES:WEO(4.0.0)","TJK.TXG_RPCH.A","OBS_VALUE","Tajikistan, Republic of","Exports of goods, Volume, Percent change","Annual","Units","1.553","-12.931","-0.847","3.317","-10.811","17.511","-6.237","23.042","51.457","-12.647","-8.906","22.7","13.835","14.816","4.279","13.44","17.792","21.428"
