"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDEX_TYPE.Name","COICOP_1999.Name","TYPE_OF_TRANSFORMATION.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.STA:CPI(1.0.0)","COG.CPI.CP01.IX.A","OBS_VALUE","Congo, Republic of","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","80.2179410797288","82.02304443359722","83.1359252623834","86.1083352227564","85.76101081073118","88.10339929899239","95.6846416928483","101.1043443287836","98.77791791800831","101.6888885933209","102.1827855615466","100.9289398846326","","100.7084920773454","102.966199505387","106.0083333333333"
"IMF.STA:CPI(1.0.0)","COL.CPI.CP01.IX.A","OBS_VALUE","Colombia","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","50.34259583333335","53.54886666666668","56.53782166666668","61.29735250000002","68.89620916666668","71.35969583333335","71.50754166666668","74.77259333333332","77.33167166666665","77.6517025","79.9560625","86.8590425","98.24545833333335","98.9217425","99.7429058333333","104.6130333333333","110.42065","121.1598833333334"
"IMF.STA:CPI(1.0.0)","COM.CPI.CP01.IX.A","OBS_VALUE","Comoros, Union of the","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","139.27411920752","142.121208006185","153.328318962927","156.455014288674","","","","","","","",""
"IMF.STA:CPI(1.0.0)","CPV.CPI.CP01.IX.A","OBS_VALUE","Cabo Verde","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","77.13270476664282","81.00115464246657","88.36673721580638","90.11530356456441","92.09341144173085","96.8935298740357","99.46439439472007","100.13411543634","98.94927690059107","100.3886367724595","99.73989885483049","99.55331072908415","100.0000000000001","101.3899994913738","103.042499593099","103.6216668955484"
"IMF.STA:CPI(1.0.0)","CRI.CPI.CP01.IX.A","OBS_VALUE","Costa Rica","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","35.82508333333335","42.20083333333332","47.094","54.20691666666668","67.15775000000002","72.64191666666667","76.01016666666665","80.26616666666668","83.10308333333332","86.28299999999999","89.969","92.83316666666668","92.0785","93.62933333333332","95.15733333333336","95.91616666666665","96.37958333333334","98.53975"
"IMF.STA:CPI(1.0.0)","CUW.CPI.CP01.IX.A","OBS_VALUE","Curaçao, Kingdom of the Netherlands","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","","","","","","","","","","","",""
"IMF.STA:CPI(1.0.0)","CYM.CPI.CP01.IX.A","OBS_VALUE","Cayman Islands","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","105.85065","109.003875","112.7974","117.583175","121.3873","124.24695","126.232525","126.32555","","","","",""
"IMF.STA:CPI(1.0.0)","CYP.CPI.CP01.IX.A","OBS_VALUE","Cyprus","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","76.68266169381081","77.90010328410575","81.8041072810892","86.3517794531865","92.90755690282121","96.33571200895092","96.56664086334868","100.5054414644142","101.3257267753875","101.5371405153291","100.060496854814","100.0","99.74","99.44916666666668","100.1716666666667","100.7091666666666","101.9383333333334","101.5459835398266"
"IMF.STA:CPI(1.0.0)","CZE.CPI.CP01.IX.A","OBS_VALUE","Czech Republic","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","76.075","75.88333333333333","76.53333333333332","80.15833333333332","86.65833333333332","83.21666666666668","84.44166666666668","88.35","94.45833333333331","99.1","101.1","99.98333333333332","99.05","104.1833333333333","105.55","108.525","113.45","114.3583333333333"
"IMF.STA:CPI(1.0.0)","DEU.CPI.CP01.IX.A","OBS_VALUE","Germany","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","72.47318000000001","72.51387583333332","73.985725","76.79376000000002","81.46025833333331","80.39537583333332","81.39921666666665","83.6442925","86.4930275","89.8301175","90.75934583333331","91.300365","92.03837833333333","94.57957","96.7403475","97.90442666666668","100.0","103.0916666666666"
