"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.RES:WEO(4.0.0)","MAR.LUR.A","OBS_VALUE","Morocco","Unemployment rate","Annual","Units","10.8","11.1","9.7","9.8","9.6","9.1","9.1","8.9","9.0","9.2","9.9","9.7","9.4","10.2","9.5","9.2","11.9","12.3"
"IMF.RES:WEO(4.0.0)","MEX.LUR.A","OBS_VALUE","Mexico","Unemployment rate","Annual","Units","3.919","3.478","3.528","3.611","3.888","5.33","5.273","5.189","4.928","4.938","4.833","4.346","3.874","3.42","3.321","3.489","4.409","4.14"
"IMF.RES:WEO(4.0.0)","NZL.LUR.A","OBS_VALUE","New Zealand","Unemployment rate","Annual","Units","4.025","3.8","3.875","3.625","4.025","5.9","6.2","6.05","6.45","5.825","5.425","5.425","5.175","4.75","4.325","4.125","4.6","3.775"
"IMF.RES:WEO(4.0.0)","PRI.LUR.A","OBS_VALUE","Puerto Rico","Unemployment rate","Annual","Units","10.6","11.3","10.5","11.2","11.8","15.3","16.4","15.9","14.5","14.3","13.9","12.1","11.8","10.8","9.2","8.3","8.8","8.0"
"IMF.RES:WEO(4.0.0)","ROU.LUR.A","OBS_VALUE","Romania","Unemployment rate","Annual","Units","7.983","7.125","7.175","6.342","5.6","8.425","9.025","9.092","8.692","8.992","8.592","8.392","7.2","6.092","5.25","4.892","6.075","5.608"
"IMF.RES:WEO(4.0.0)","SAU.LUR.A","OBS_VALUE","Saudi Arabia","Unemployment rate","Annual","Units","5.822","6.051","6.254","5.645","5.176","5.377","5.548","5.772","5.524","5.568","5.721","5.591","5.6","5.9","6.025","5.625","7.65","6.125"
"IMF.RES:WEO(4.0.0)","SGP.LUR.A","OBS_VALUE","Singapore","Unemployment rate","Annual","Units","3.35","3.125","2.65","2.125","2.225","3.025","2.175","2.025","1.95","1.9","1.95","1.9","2.075","2.175","2.1","2.25","3.0","2.65"
"IMF.RES:WEO(4.0.0)","SMR.LUR.A","OBS_VALUE","San Marino, Republic of","Unemployment rate","Annual","Units","3.362","3.56","3.313","3.021","3.114","4.483","4.945","5.469","6.95","8.079","8.739","9.183","8.597","8.095","8.009","7.663","7.342","5.237"
"IMF.RES:WEO(4.0.0)","SLV.LUR.A","OBS_VALUE","El Salvador","Unemployment rate","Annual","Units","6.925","7.344","6.745","6.446","6.046","7.444","7.145","6.745","6.246","6.046","7.145","7.145","7.145","7.195","6.496","6.486","7.045","6.321"
"IMF.RES:WEO(4.0.0)","SRB.LUR.A","OBS_VALUE","Serbia, Republic of","Unemployment rate","Annual","Units","19.53","21.83","21.56","18.8","14.4","16.9","20.0","23.6","24.6","23.0","20.552","18.924","16.382","14.493","13.673","11.193","9.728","11.107"
"IMF.RES:WEO(4.0.0)","SYC.LUR.A","OBS_VALUE","Seychelles","Unemployment rate","Annual","Units","3.531","3.624","2.511","1.863","1.716","5.136","4.605","4.13","3.705","3.325","2.983","2.684","2.684","3.0","3.0","3.0","3.0","3.0"
"IMF.RES:WEO(4.0.0)","THA.LUR.A","OBS_VALUE","Thailand","Unemployment rate","Annual","Units","2.1","1.9","1.5","1.4","1.4","1.5","1.0","0.7","0.7","0.7","0.8","0.9","1.0","1.2","1.1","1.0","1.7","1.9"
"IMF.RES:WEO(4.0.0)","TUN.LUR.A","OBS_VALUE","Tunisia","Unemployment rate","Annual","Units","14.237","12.819","12.511","12.397","12.442","13.29","13.048","18.889","16.723","15.33","14.959","15.39","15.544","15.513","15.53","14.889","17.4","16.2"
"IMF.RES:WEO(4.0.0)","URY.LUR.A","OBS_VALUE","Uruguay","Unemployment rate","Annual","Units","13.342","12.142","10.783","9.4","7.925","7.783","7.025","6.342","6.325","6.508","6.625","7.525","7.867","7.925","8.367","8.925","10.35","9.375"
"IMF.RES:WEO(4.0.0)","VNM.LUR.A","OBS_VALUE","Vietnam","Unemployment rate","Annual","Units","5.6","5.31","4.82","4.64","2.38","2.9","2.88","2.22","1.96","2.18","2.1","2.33","2.3","2.24","2.19","2.17","2.48","3.2"
"IMF.RES:WEO(4.0.0)","ZAF.LUR.A","OBS_VALUE","South Africa","Unemployment rate","Annual","Units","25.15","24.65","23.55","23.0","22.525","23.7","24.875","24.8","24.875","24.725","25.1","25.35","26.725","27.45","27.125","28.7","29.175","34.3"
